packet_id,packet_hash_hex,packet_hash_decimal,scene_path,placement_root,object_name,source_prefab,authoring_component,serialized_field,discovery_id,display_name,local_position,local_euler,local_scale,depth_band,zone_tag,placement_note
P001_CRASH_SHELF,0xBBDE0731,3151890225,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P001_CRASH_SHELF,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_field__field.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p001_crash_shelf,Crash shelf debris,-7.8|1.05|22.8,0|18|0,0.72|0.72|0.72,shallows,crash_shelf,first trapped-arrival physical proof
P269_ROUTE_WARNING_UI_COPY,0x16C665FE,382100990,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P269_ROUTE_WARNING_UI_COPY,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p269_route_warning_ui_copy,Route Warning Ui Copy,-1.20|1.05|55.20,0|46|0,0.82|0.82|0.82,authoring,applied_lore_backlog,route warning UI copy card
P270_ENDING_RECORD_UI_COPY,0xF539F9BB,4114217403,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P270_ENDING_RECORD_UI_COPY,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p270_ending_record_ui_copy,Ending Record Ui Copy,0.15|1.05|56.10,0|63|0,0.82|0.82|0.82,authoring,applied_lore_backlog,ending record UI copy card
P271_MATERIAL_PAYOUT_RECORD,0x212275D0,555906512,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P271_MATERIAL_PAYOUT_RECORD,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p271_material_payout_record,Material Payout Record,1.50|1.05|57.00,0|80|0,0.82|0.82|0.82,authoring,applied_lore_backlog,material payout record
P272_PARTIAL_RETURN_RECORD,0x4C662E85,1281764997,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P272_PARTIAL_RETURN_RECORD,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p272_partial_return_record,Partial Return Record,2.85|1.05|57.90,0|7|0,0.82|0.82|0.82,authoring,applied_lore_backlog,partial return record
P273_PUBLIC_LEDGER_RECORD,0x31F6814B,838238539,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P273_PUBLIC_LEDGER_RECORD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p273_public_ledger_record,Public Ledger Record,4.20|1.05|58.80,0|24|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public ledger record
P274_ATLAS_SEVERANCE_RECORD,0x0F9E389B,262027419,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P274_ATLAS_SEVERANCE_RECORD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p274_atlas_severance_record,Atlas Severance Record,5.55|1.05|59.70,0|41|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Atlas severance record
P275_PRESERVE_QUARANTINE_RECORD,0x12203B5F,304102239,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P275_PRESERVE_QUARANTINE_RECORD,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p275_preserve_quarantine_record,Preserve Quarantine Record,6.90|1.05|60.60,0|58|0,0.82|0.82|0.82,authoring,applied_lore_backlog,preserve quarantine record
P276_RU_NATIVE_REVIEW_LOCK,0xC77E66ED,3346949869,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P276_RU_NATIVE_REVIEW_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p276_ru_native_review_lock,Ru Native Review Lock,8.25|1.05|61.50,0|75|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Russian native review card
P277_CJK_REVIEW_LOCK,0xB83B14F1,3090879729,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P277_CJK_REVIEW_LOCK,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p277_cjk_review_lock,Cjk Review Lock,9.60|1.05|62.40,0|2|0,0.82|0.82|0.82,authoring,applied_lore_backlog,CJK review card
P278_RTL_REVIEW_LOCK,0x8B45F73C,2336618300,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P278_RTL_REVIEW_LOCK,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p278_rtl_review_lock,Rtl Review Lock,10.95|1.05|63.30,0|19|0,0.82|0.82|0.82,authoring,applied_lore_backlog,RTL review card
P279_EUROPEAN_LANGUAGE_REVIEW_LOCK,0x31861F5D,830873437,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P279_EUROPEAN_LANGUAGE_REVIEW_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p279_european_language_review_lock,European Language Review Lock,12.30|1.05|64.20,0|36|0,0.82|0.82|0.82,authoring,applied_lore_backlog,European language expansion review card
P280_SUBTITLE_AUDIO_REVIEW_LOCK,0x295FD1EC,694145516,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P280_SUBTITLE_AUDIO_REVIEW_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p280_subtitle_audio_review_lock,Subtitle Audio Review Lock,13.65|1.05|65.10,0|53|0,0.82|0.82|0.82,authoring,applied_lore_backlog,subtitle audio review card
P281_HECTON8_SITE_OPENING_HOOK,0x553B9455,1429967957,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P281_HECTON8_SITE_OPENING_HOOK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p281_hecton8_site_opening_hook,Hecton8 Site Opening Hook,-7.50|1.05|66.00,0|0|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public HECTON-8 opening section
P282_AEGIR_SITE_SYSTEM_MAP_COPY,0x5E804677,1585464951,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P282_AEGIR_SITE_SYSTEM_MAP_COPY,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p282_aegir_site_system_map_copy,Aegir Site System Map Copy,-6.15|1.05|66.90,0|17|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public Aegir system map copy
P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,0xFCBE6FFF,4240338943,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p283_deep_reach_site_accountability_copy,Deep Reach Site Accountability Copy,-4.80|1.05|67.80,0|34|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public Deep Reach accountability copy
P284_ATLAS6_SITE_SPOILER_GATE_COPY,0xF72CDBC0,4146912192,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P284_ATLAS6_SITE_SPOILER_GATE_COPY,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p284_atlas6_site_spoiler_gate_copy,Atlas6 Site Spoiler Gate Copy,-3.45|1.05|68.70,0|51|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Atlas-6 spoiler gate copy
P285_BLUE_DEBT_SITE_RESOURCE_COPY,0x937241AC,2473738668,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P285_BLUE_DEBT_SITE_RESOURCE_COPY,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p285_blue_debt_site_resource_copy,Blue Debt Site Resource Copy,-2.10|1.05|69.60,0|68|0,0.82|0.82|0.82,authoring,applied_lore_backlog,blue debt public resource copy
P286_CAPSULE_BLACKBOX_AUDIO_01,0xA6896C5B,2794024027,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P286_CAPSULE_BLACKBOX_AUDIO_01,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p286_capsule_blackbox_audio_01,Capsule Blackbox Audio 01,-0.75|1.05|70.50,0|85|0,0.82|0.82|0.82,authoring,applied_lore_backlog,capsule blackbox audio fragment
P287_P63_PUMP_ROOM_WORK_ORDER,0x82489134,2185793844,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P287_P63_PUMP_ROOM_WORK_ORDER,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p287_p63_pump_room_work_order,P63 Pump Room Work Order,0.60|1.05|71.40,0|12|0,0.82|0.82|0.82,authoring,applied_lore_backlog,P-63 pump-room work order
P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,0x0510E7E0,84994016,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p288_worker_locker_nameplate_sample,Worker Locker Nameplate Sample,1.95|1.05|72.30,0|29|0,0.82|0.82|0.82,authoring,applied_lore_backlog,worker locker nameplate sample
P289_MARAUDER_CORRECTION_NOTE_SAMPLE,0xAA115C91,2853264529,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P289_MARAUDER_CORRECTION_NOTE_SAMPLE,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p289_marauder_correction_note_sample,Marauder Correction Note Sample,3.30|1.05|73.20,0|46|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Marauder correction note sample
P290_QUARANTINE_RELAY_FRAGMENT,0xB4932336,3029541686,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P290_QUARANTINE_RELAY_FRAGMENT,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p290_quarantine_relay_fragment,Quarantine Relay Fragment,4.65|1.05|74.10,0|63|0,0.82|0.82|0.82,authoring,applied_lore_backlog,quarantine relay fragment
P291_PHOTIC_MAT_CODEX_CARD,0x9CFBE9EB,2633755115,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P291_PHOTIC_MAT_CODEX_CARD,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p291_photic_mat_codex_card,Photic Mat Codex Card,-7.50|1.05|75.00,0|80|0,0.82|0.82|0.82,authoring,applied_lore_backlog,photic mat codex card
P292_GLASS_GRAZER_CODEX_CARD,0x0F5CED64,257748324,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P292_GLASS_GRAZER_CODEX_CARD,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p292_glass_grazer_codex_card,Glass Grazer Codex Card,-6.15|1.05|75.90,0|7|0,0.82|0.82|0.82,authoring,applied_lore_backlog,glass grazer codex card
P293_LANTERN_DRIFT_CODEX_CARD,0xEC5642EB,3965076203,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P293_LANTERN_DRIFT_CODEX_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p293_lantern_drift_codex_card,Lantern Drift Codex Card,-4.80|1.05|76.80,0|24|0,0.82|0.82|0.82,authoring,applied_lore_backlog,lantern drift codex card
P294_BRINE_VANE_CODEX_CARD,0x93D7108F,2480345231,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P294_BRINE_VANE_CODEX_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p294_brine_vane_codex_card,Brine Vane Codex Card,-3.45|1.05|77.70,0|41|0,0.82|0.82|0.82,authoring,applied_lore_backlog,brine vane codex card
P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,0x46F1E4FE,1190257918,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p295_sensor_tagged_fauna_codex_card,Sensor Tagged Fauna Codex Card,-2.10|1.05|78.60,0|58|0,0.82|0.82|0.82,authoring,applied_lore_backlog,sensor-tagged fauna codex card
P296_ABYSSAL_MACHINE_FIELD_WARNING,0xDD83FC14,3716414484,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P296_ABYSSAL_MACHINE_FIELD_WARNING,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p296_abyssal_machine_field_warning,Abyssal Machine Field Warning,-0.75|1.05|79.50,0|75|0,0.82|0.82|0.82,authoring,applied_lore_backlog,abyssal machine field warning
P297_ATLAS_BASIN_PRESSURE_GATE,0xB5E4B2ED,3051664109,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P297_ATLAS_BASIN_PRESSURE_GATE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p297_atlas_basin_pressure_gate,Atlas Basin Pressure Gate,0.60|1.05|80.40,0|2|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Atlas basin pressure gate
P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,0x68786EEF,1752723183,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p298_factory_temple_entry_fragment,Factory Temple Entry Fragment,1.95|1.05|81.30,0|19|0,0.82|0.82|0.82,authoring,applied_lore_backlog,factory-temple entry fragment
P299_PAYLOAD_AUTHORITY_LAST_CHECK,0xA16B8774,2708178804,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P299_PAYLOAD_AUTHORITY_LAST_CHECK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p299_payload_authority_last_check,Payload Authority Last Check,3.30|1.05|82.20,0|36|0,0.82|0.82|0.82,authoring,applied_lore_backlog,payload authority last check
P300_NO_CLEAN_ENDING_DOSSIER_NOTE,0x27549E79,659857017,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P300_NO_CLEAN_ENDING_DOSSIER_NOTE,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p300_no_clean_ending_dossier_note,No Clean Ending Dossier Note,4.65|1.05|83.10,0|53|0,0.82|0.82|0.82,authoring,applied_lore_backlog,no clean ending dossier note
P301_RESOURCE_YIELD_ROW_CONTRACT,0x4AE2AC6C,1256369260,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P301_RESOURCE_YIELD_ROW_CONTRACT,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p301_resource_yield_row_contract,Resource Yield Row Contract,6.00|1.05|99.30,0|38|0,0.82|0.82|0.82,authoring,applied_lore_backlog,resource table handoff row
P302_STACK_LIMIT_ROW_CONTRACT,0x2866E81D,677832733,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P302_STACK_LIMIT_ROW_CONTRACT,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p302_stack_limit_row_contract,Stack Limit Row Contract,-7.50|1.05|100.20,0|72|0,0.82|0.82|0.82,authoring,applied_lore_backlog,inventory stack table handoff row
P303_ESCAPE_RECIPE_COST_ROW_CONTRACT,0x88B450B6,2293518518,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P303_ESCAPE_RECIPE_COST_ROW_CONTRACT,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p303_escape_recipe_cost_row_contract,Escape Recipe Cost Row Contract,-4.80|1.05|100.20,0|16|0,0.82|0.82|0.82,authoring,applied_lore_backlog,escape recipe table handoff row
P304_CONTRACT_RISK_REWARD_ROW_CONTRACT,0x72F9D14F,1928974671,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P304_CONTRACT_RISK_REWARD_ROW_CONTRACT,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p304_contract_risk_reward_row_contract,Contract Risk Reward Row Contract,-2.10|1.05|100.20,0|50|0,0.82|0.82|0.82,authoring,applied_lore_backlog,contract risk reward table handoff row
P305_ENDING_PAYOUT_ROW_CONTRACT,0x185BE10C,408674572,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P305_ENDING_PAYOUT_ROW_CONTRACT,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p305_ending_payout_row_contract,Ending Payout Row Contract,0.60|1.05|100.20,0|84|0,0.82|0.82|0.82,authoring,applied_lore_backlog,ending payout table handoff row
P306_PDA_CODEX_STATE_PROOF_CARD,0x6C53EF40,1817440064,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P306_PDA_CODEX_STATE_PROOF_CARD,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p306_pda_codex_state_proof_card,PDA Codex State Proof Card,3.30|1.05|100.20,0|28|0,0.82|0.82|0.82,authoring,applied_lore_backlog,PDA codex UI proof card
P307_SCANNER_STAGE_BINDING_PROOF_CARD,0xC76523D1,3345294289,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P307_SCANNER_STAGE_BINDING_PROOF_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p307_scanner_stage_binding_proof_card,Scanner Stage Binding Proof Card,6.00|1.05|100.20,0|62|0,0.82|0.82|0.82,authoring,applied_lore_backlog,scanner stage UI proof card
P308_TERMINAL_SLOT_PROOF_CARD,0x6893462E,1754482222,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P308_TERMINAL_SLOT_PROOF_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p308_terminal_slot_proof_card,Terminal Slot Proof Card,-7.50|1.05|101.10,0|6|0,0.82|0.82|0.82,authoring,applied_lore_backlog,terminal slot UI proof card
P309_DOSSIER_ENDING_RECORD_PROOF_CARD,0xBF2F2649,3207538249,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P309_DOSSIER_ENDING_RECORD_PROOF_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p309_dossier_ending_record_proof_card,Dossier Ending Record Proof Card,-4.80|1.05|101.10,0|40|0,0.82|0.82|0.82,authoring,applied_lore_backlog,dossier ending record UI proof card
P310_LOCALIZED_OVERFLOW_PROOF_CARD,0x7573DC1E,1970527262,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P310_LOCALIZED_OVERFLOW_PROOF_CARD,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p310_localized_overflow_proof_card,Localized Overflow Proof Card,-2.10|1.05|101.10,0|74|0,0.82|0.82|0.82,authoring,applied_lore_backlog,localized UI overflow proof card
P311_SITE_HOME_PAGE_COMPOSITION_LOCK,0x5806EDF9,1476849145,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P311_SITE_HOME_PAGE_COMPOSITION_LOCK,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p311_site_home_page_composition_lock,Site Home Page Composition Lock,0.60|1.05|101.10,0|18|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public site home composition lock
P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,0x625B32EF,1650143983,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p312_site_aegir_system_art_composition_lock,Site Aegir System Art Composition Lock,3.30|1.05|101.10,0|52|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public Aegir art composition lock
P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,0xB95CD084,3109867652,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p313_site_deep_reach_evidence_composition_lock,Site Deep Reach Evidence Composition Lock,6.00|1.05|101.10,0|86|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public Deep Reach evidence composition lock
P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,0xD8595EE9,3629735657,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p314_site_atlas_spoiler_composition_lock,Site Atlas Spoiler Composition Lock,-7.50|1.05|102.00,0|30|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public Atlas spoiler composition lock
P315_SOCIAL_DEV_NOTE_COPY_LOCK,0xB200E26B,2986402411,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P315_SOCIAL_DEV_NOTE_COPY_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_ScrapCluster.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p315_social_dev_note_copy_lock,Social Dev Note Copy Lock,-4.80|1.05|102.00,0|64|0,0.82|0.82|0.82,authoring,applied_lore_backlog,public social copy lock
P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,0x56BE7878,1455323256,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,Assets/_Project/Prefabs/Construction/Final/PFB_Debris_WreckField.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p316_first_hour_placement_priority_lock,First Hour Placement Priority Lock,-2.10|1.05|102.00,0|8|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Unity placement priority lock
P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,0xA2F87864,2734192740,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p317_mid_depth_route_placement_priority_lock,Mid Depth Route Placement Priority Lock,0.60|1.05|102.00,0|42|0,0.82|0.82|0.82,authoring,applied_lore_backlog,Unity placement priority lock
