release_set,packet_id,loc_id,locale,source_voice,subtitle_text,target_duration_seconds,caption_priority,source_noise,rtl_or_cjk_note,review_status
RS118,P498,loc_id_P498,pl_PL,Automated Voice,hold another cycle but the pay...,2.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P498,loc_id_P498,pt_BR,Automated Voice,hold another cycle but the pay...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P498,loc_id_P498,ru_RU,Automated Voice,hold another cycle but the pay...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P498,loc_id_P498,uk_UA,Automated Voice,hold another cycle but the pay...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P498,loc_id_P498,zh_CN,Automated Voice,hold another cycle but the pay...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,en_US,Automated Voice,like it's chewing gravel which...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,ar_SA,Automated Voice,like it's chewing gravel which...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,de_DE,Automated Voice,like it's chewing gravel which...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,es_ES,Automated Voice,like it's chewing gravel which...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,fr_FR,Automated Voice,like it's chewing gravel which...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,he_IL,Automated Voice,like it's chewing gravel which...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,id_ID,Automated Voice,like it's chewing gravel which...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,ja_JP,Automated Voice,like it's chewing gravel which...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,ko_KR,Automated Voice,like it's chewing gravel which...,2.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,nl_NL,Automated Voice,like it's chewing gravel which...,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,pl_PL,Automated Voice,like it's chewing gravel which...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,pt_BR,Automated Voice,like it's chewing gravel which...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,ru_RU,Automated Voice,like it's chewing gravel which...,4.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,uk_UA,Automated Voice,like it's chewing gravel which...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS118,P499,loc_id_P499,zh_CN,Automated Voice,like it's chewing gravel which...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,en_US,Automated Voice,gravel and the pressure is onl...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,ar_SA,Automated Voice,gravel and the pressure is onl...,2.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,de_DE,Automated Voice,gravel and the pressure is onl...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,es_ES,Automated Voice,gravel and the pressure is onl...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,fr_FR,Automated Voice,gravel and the pressure is onl...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,he_IL,Automated Voice,gravel and the pressure is onl...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,id_ID,Automated Voice,gravel and the pressure is onl...,2.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,ja_JP,Automated Voice,gravel and the pressure is onl...,4.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,ko_KR,Automated Voice,gravel and the pressure is onl...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,nl_NL,Automated Voice,gravel and the pressure is onl...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,pl_PL,Automated Voice,gravel and the pressure is onl...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,pt_BR,Automated Voice,gravel and the pressure is onl...,6.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,ru_RU,Automated Voice,gravel and the pressure is onl...,6.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,uk_UA,Automated Voice,gravel and the pressure is onl...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P500,loc_id_P500,zh_CN,Automated Voice,gravel and the pressure is onl...,4.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,en_US,Automated Voice,claims. A corroded intake valv...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,ar_SA,Automated Voice,claims. A corroded intake valv...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,de_DE,Automated Voice,claims. A corroded intake valv...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,es_ES,Automated Voice,claims. A corroded intake valv...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,fr_FR,Automated Voice,claims. A corroded intake valv...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,he_IL,Automated Voice,claims. A corroded intake valv...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,id_ID,Automated Voice,claims. A corroded intake valv...,5.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,ja_JP,Automated Voice,claims. A corroded intake valv...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,ko_KR,Automated Voice,claims. A corroded intake valv...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,nl_NL,Automated Voice,claims. A corroded intake valv...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,pl_PL,Automated Voice,claims. A corroded intake valv...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,pt_BR,Automated Voice,claims. A corroded intake valv...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,ru_RU,Automated Voice,claims. A corroded intake valv...,6.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,uk_UA,Automated Voice,claims. A corroded intake valv...,4.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P501,loc_id_P501,zh_CN,Automated Voice,claims. A corroded intake valv...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,en_US,Automated Voice,getting worse. The old scanner...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,ar_SA,Automated Voice,getting worse. The old scanner...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,de_DE,Automated Voice,getting worse. The old scanner...,5.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,es_ES,Automated Voice,getting worse. The old scanner...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,fr_FR,Automated Voice,getting worse. The old scanner...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,he_IL,Automated Voice,getting worse. The old scanner...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,id_ID,Automated Voice,getting worse. The old scanner...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,ja_JP,Automated Voice,getting worse. The old scanner...,7.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,ko_KR,Automated Voice,getting worse. The old scanner...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,nl_NL,Automated Voice,getting worse. The old scanner...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,pl_PL,Automated Voice,getting worse. The old scanner...,3.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,pt_BR,Automated Voice,getting worse. The old scanner...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,ru_RU,Automated Voice,getting worse. The old scanner...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,uk_UA,Automated Voice,getting worse. The old scanner...,1.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P502,loc_id_P502,zh_CN,Automated Voice,getting worse. The old scanner...,4.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,en_US,Automated Voice,hit so watch your step. The ma...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,ar_SA,Automated Voice,hit so watch your step. The ma...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,de_DE,Automated Voice,hit so watch your step. The ma...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,es_ES,Automated Voice,hit so watch your step. The ma...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,fr_FR,Automated Voice,hit so watch your step. The ma...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,he_IL,Automated Voice,hit so watch your step. The ma...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,id_ID,Automated Voice,hit so watch your step. The ma...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,ja_JP,Automated Voice,hit so watch your step. The ma...,3.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,ko_KR,Automated Voice,hit so watch your step. The ma...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,nl_NL,Automated Voice,hit so watch your step. The ma...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,pl_PL,Automated Voice,hit so watch your step. The ma...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,pt_BR,Automated Voice,hit so watch your step. The ma...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,ru_RU,Automated Voice,hit so watch your step. The ma...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,uk_UA,Automated Voice,hit so watch your step. The ma...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P503,loc_id_P503,zh_CN,Automated Voice,hit so watch your step. The ma...,5.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,en_US,Automated Voice,it's chewing gravel and nobody...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,ar_SA,Automated Voice,it's chewing gravel and nobody...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,de_DE,Automated Voice,it's chewing gravel and nobody...,5.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,es_ES,Automated Voice,it's chewing gravel and nobody...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,fr_FR,Automated Voice,it's chewing gravel and nobody...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,he_IL,Automated Voice,it's chewing gravel and nobody...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,id_ID,Automated Voice,it's chewing gravel and nobody...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,ja_JP,Automated Voice,it's chewing gravel and nobody...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,ko_KR,Automated Voice,it's chewing gravel and nobody...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,nl_NL,Automated Voice,it's chewing gravel and nobody...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,pl_PL,Automated Voice,it's chewing gravel and nobody...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,pt_BR,Automated Voice,it's chewing gravel and nobody...,2.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,ru_RU,Automated Voice,it's chewing gravel and nobody...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,uk_UA,Automated Voice,it's chewing gravel and nobody...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P504,loc_id_P504,zh_CN,Automated Voice,it's chewing gravel and nobody...,4.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,en_US,Automated Voice,particulate invalidating the w...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,ar_SA,Automated Voice,particulate invalidating the w...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,de_DE,Automated Voice,particulate invalidating the w...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,es_ES,Automated Voice,particulate invalidating the w...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,fr_FR,Automated Voice,particulate invalidating the w...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,he_IL,Automated Voice,particulate invalidating the w...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,id_ID,Automated Voice,particulate invalidating the w...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,ja_JP,Automated Voice,particulate invalidating the w...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,ko_KR,Automated Voice,particulate invalidating the w...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,nl_NL,Automated Voice,particulate invalidating the w...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,pl_PL,Automated Voice,particulate invalidating the w...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,pt_BR,Automated Voice,particulate invalidating the w...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,ru_RU,Automated Voice,particulate invalidating the w...,3.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,uk_UA,Automated Voice,particulate invalidating the w...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P505,loc_id_P505,zh_CN,Automated Voice,particulate invalidating the w...,2.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,en_US,Automated Voice,a lethal high-pressure zone. T...,6.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,ar_SA,Automated Voice,a lethal high-pressure zone. T...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,de_DE,Automated Voice,a lethal high-pressure zone. T...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,es_ES,Automated Voice,a lethal high-pressure zone. T...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,fr_FR,Automated Voice,a lethal high-pressure zone. T...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,he_IL,Automated Voice,a lethal high-pressure zone. T...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,id_ID,Automated Voice,a lethal high-pressure zone. T...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,ja_JP,Automated Voice,a lethal high-pressure zone. T...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,ko_KR,Automated Voice,a lethal high-pressure zone. T...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,nl_NL,Automated Voice,a lethal high-pressure zone. T...,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,pl_PL,Automated Voice,a lethal high-pressure zone. T...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,pt_BR,Automated Voice,a lethal high-pressure zone. T...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,ru_RU,Automated Voice,a lethal high-pressure zone. T...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,uk_UA,Automated Voice,a lethal high-pressure zone. T...,3.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P506,loc_id_P506,zh_CN,Automated Voice,a lethal high-pressure zone. T...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,en_US,Automated Voice,scanner sounds like it's chewi...,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,ar_SA,Automated Voice,scanner sounds like it's chewi...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,de_DE,Automated Voice,scanner sounds like it's chewi...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,es_ES,Automated Voice,scanner sounds like it's chewi...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,fr_FR,Automated Voice,scanner sounds like it's chewi...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,he_IL,Automated Voice,scanner sounds like it's chewi...,3.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,id_ID,Automated Voice,scanner sounds like it's chewi...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,ja_JP,Automated Voice,scanner sounds like it's chewi...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,ko_KR,Automated Voice,scanner sounds like it's chewi...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,nl_NL,Automated Voice,scanner sounds like it's chewi...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,pl_PL,Automated Voice,scanner sounds like it's chewi...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,pt_BR,Automated Voice,scanner sounds like it's chewi...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,ru_RU,Automated Voice,scanner sounds like it's chewi...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,uk_UA,Automated Voice,scanner sounds like it's chewi...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P507,loc_id_P507,zh_CN,Automated Voice,scanner sounds like it's chewi...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,en_US,Automated Voice,stranded. The ballast control ...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,ar_SA,Automated Voice,stranded. The ballast control ...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,de_DE,Automated Voice,stranded. The ballast control ...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,es_ES,Automated Voice,stranded. The ballast control ...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,fr_FR,Automated Voice,stranded. The ballast control ...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,he_IL,Automated Voice,stranded. The ballast control ...,3.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,id_ID,Automated Voice,stranded. The ballast control ...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,ja_JP,Automated Voice,stranded. The ballast control ...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,ko_KR,Automated Voice,stranded. The ballast control ...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,nl_NL,Automated Voice,stranded. The ballast control ...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,pl_PL,Automated Voice,stranded. The ballast control ...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,pt_BR,Automated Voice,stranded. The ballast control ...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,ru_RU,Automated Voice,stranded. The ballast control ...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,uk_UA,Automated Voice,stranded. The ballast control ...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P508,loc_id_P508,zh_CN,Automated Voice,stranded. The ballast control ...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,en_US,Automated Voice,voiding all liability claims. ...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,ar_SA,Automated Voice,voiding all liability claims. ...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,de_DE,Automated Voice,voiding all liability claims. ...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,es_ES,Automated Voice,voiding all liability claims. ...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,fr_FR,Automated Voice,voiding all liability claims. ...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,he_IL,Automated Voice,voiding all liability claims. ...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,id_ID,Automated Voice,voiding all liability claims. ...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,ja_JP,Automated Voice,voiding all liability claims. ...,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,ko_KR,Automated Voice,voiding all liability claims. ...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,nl_NL,Automated Voice,voiding all liability claims. ...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,pl_PL,Automated Voice,voiding all liability claims. ...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,pt_BR,Automated Voice,voiding all liability claims. ...,7.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,ru_RU,Automated Voice,voiding all liability claims. ...,6.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,uk_UA,Automated Voice,voiding all liability claims. ...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS119,P509,loc_id_P509,zh_CN,Automated Voice,voiding all liability claims. ...,3.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,en_US,Automated Voice,a pry bar. This rusty bulkhead...,6.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,ar_SA,Automated Voice,a pry bar. This rusty bulkhead...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,de_DE,Automated Voice,a pry bar. This rusty bulkhead...,3.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,es_ES,Automated Voice,a pry bar. This rusty bulkhead...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,fr_FR,Automated Voice,a pry bar. This rusty bulkhead...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,he_IL,Automated Voice,a pry bar. This rusty bulkhead...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,id_ID,Automated Voice,a pry bar. This rusty bulkhead...,2.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,ja_JP,Automated Voice,a pry bar. This rusty bulkhead...,2.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,ko_KR,Automated Voice,a pry bar. This rusty bulkhead...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,nl_NL,Automated Voice,a pry bar. This rusty bulkhead...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,pl_PL,Automated Voice,a pry bar. This rusty bulkhead...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,pt_BR,Automated Voice,a pry bar. This rusty bulkhead...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,ru_RU,Automated Voice,a pry bar. This rusty bulkhead...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,uk_UA,Automated Voice,a pry bar. This rusty bulkhead...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P510,loc_id_P510,zh_CN,Automated Voice,a pry bar. This rusty bulkhead...,3.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,en_US,Automated Voice,at the anchor and we're out of...,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,ar_SA,Automated Voice,at the anchor and we're out of...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,de_DE,Automated Voice,at the anchor and we're out of...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,es_ES,Automated Voice,at the anchor and we're out of...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,fr_FR,Automated Voice,at the anchor and we're out of...,4.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,he_IL,Automated Voice,at the anchor and we're out of...,6.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,id_ID,Automated Voice,at the anchor and we're out of...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,ja_JP,Automated Voice,at the anchor and we're out of...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS120,P511,loc_id_P511,ko_KR,Automated Voice,at the anchor and we're out of...,4.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
