release_set,packet_id,article_id,loc_namespace,loc_id,locale,status,surface,title,scanner_short,codex_short,audio_subtitle,terminal_summary,field_note,notes
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P512,ART_P512,ns.lore.P512,loc_id_P512,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 512: Operation Cold-74,impossible. A black-box recording module failed wi,The lower deck grating ruptured abruptly as the wa,but we have to keep moving. This rusty bulkhead wo,to the contractor citing subsection four of the ha,with no record in the official manifest. A black-b,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P513,ART_P513,ns.lore.P513,loc_id_P513,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 513: Operation Silent-18,no record in the official manifest. The communicat,The ambient pressure sensor detached during descen,to help. My gauge is completely blind out here so ,The operational manual reassigned the blame to the,a blind descent. The main hull triggered an automa,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P514,ART_P514,ns.lore.P514,loc_id_P514,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 514: Operation Dark-82,pump triggered an automatic lockdown invalidating ,An isolated thermal vent triggered an automatic lo,to engage so watch your step. An unmarked transpor,procedure. The insurance adjuster logged the failu,particulate voiding all liability claims. A corrod,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P515,ART_P515,ns.lore.P515,loc_id_P515,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 515: Operation Deep-92,which corporate officially denied. The contractor',A corroded intake valve bypassed safety lockouts l,but we have to keep moving. The backup pump is fra,operational manual reassigned the blame to the con,crushed under twenty atmospheres voiding all liabi,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P516,ART_P516,ns.lore.P516,loc_id_P516,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 516: Operation Cold-68,impact suggesting a deliberate override. The hydro,A black-box recording module indicated a massive t,took a hit and nobody's coming to help. This rusty,spike. Official protocol withheld the final payout,descent. The contractor's rig leaked dense brine w,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
RS120,P517,ART_P517,ns.lore.P517,loc_id_P517,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 517: Operation Cold-18,deck grating was abandoned in place making recover,The ballast control circuit triggered an automatic,the payout is still good. An isolated thermal vent,the contract despite obvious physical evidence to ,An isolated thermal vent imploded from internal st,Generated
