term_key,en_US,ar_SA,de_DE,es_ES,fr_FR,he_IL,id_ID,ja_JP,ko_KR,nl_NL,pl_PL,pt_BR,ru_RU,uk_UA,zh_CN,lock_policy,notes
TERM_150,Term_150_en_US,Term_150_ar_SA,Term_150_de_DE,Term_150_es_ES,Term_150_fr_FR,Term_150_he_IL,Term_150_id_ID,Term_150_ja_JP,Term_150_ko_KR,Term_150_nl_NL,Term_150_pl_PL,Term_150_pt_BR,Term_150_ru_RU,Term_150_uk_UA,Term_150_zh_CN,KEEP_EXACT,Standard
TERM_151,Term_151_en_US,Term_151_ar_SA,Term_151_de_DE,Term_151_es_ES,Term_151_fr_FR,Term_151_he_IL,Term_151_id_ID,Term_151_ja_JP,Term_151_ko_KR,Term_151_nl_NL,Term_151_pl_PL,Term_151_pt_BR,Term_151_ru_RU,Term_151_uk_UA,Term_151_zh_CN,KEEP_EXACT,Standard
TERM_152,Term_152_en_US,Term_152_ar_SA,Term_152_de_DE,Term_152_es_ES,Term_152_fr_FR,Term_152_he_IL,Term_152_id_ID,Term_152_ja_JP,Term_152_ko_KR,Term_152_nl_NL,Term_152_pl_PL,Term_152_pt_BR,Term_152_ru_RU,Term_152_uk_UA,Term_152_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_153,Term_153_en_US,Term_153_ar_SA,Term_153_de_DE,Term_153_es_ES,Term_153_fr_FR,Term_153_he_IL,Term_153_id_ID,Term_153_ja_JP,Term_153_ko_KR,Term_153_nl_NL,Term_153_pl_PL,Term_153_pt_BR,Term_153_ru_RU,Term_153_uk_UA,Term_153_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_154,Term_154_en_US,Term_154_ar_SA,Term_154_de_DE,Term_154_es_ES,Term_154_fr_FR,Term_154_he_IL,Term_154_id_ID,Term_154_ja_JP,Term_154_ko_KR,Term_154_nl_NL,Term_154_pl_PL,Term_154_pt_BR,Term_154_ru_RU,Term_154_uk_UA,Term_154_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_155,Term_155_en_US,Term_155_ar_SA,Term_155_de_DE,Term_155_es_ES,Term_155_fr_FR,Term_155_he_IL,Term_155_id_ID,Term_155_ja_JP,Term_155_ko_KR,Term_155_nl_NL,Term_155_pl_PL,Term_155_pt_BR,Term_155_ru_RU,Term_155_uk_UA,Term_155_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_156,Term_156_en_US,Term_156_ar_SA,Term_156_de_DE,Term_156_es_ES,Term_156_fr_FR,Term_156_he_IL,Term_156_id_ID,Term_156_ja_JP,Term_156_ko_KR,Term_156_nl_NL,Term_156_pl_PL,Term_156_pt_BR,Term_156_ru_RU,Term_156_uk_UA,Term_156_zh_CN,KEEP_EXACT,Standard
TERM_157,Term_157_en_US,Term_157_ar_SA,Term_157_de_DE,Term_157_es_ES,Term_157_fr_FR,Term_157_he_IL,Term_157_id_ID,Term_157_ja_JP,Term_157_ko_KR,Term_157_nl_NL,Term_157_pl_PL,Term_157_pt_BR,Term_157_ru_RU,Term_157_uk_UA,Term_157_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_158,Term_158_en_US,Term_158_ar_SA,Term_158_de_DE,Term_158_es_ES,Term_158_fr_FR,Term_158_he_IL,Term_158_id_ID,Term_158_ja_JP,Term_158_ko_KR,Term_158_nl_NL,Term_158_pl_PL,Term_158_pt_BR,Term_158_ru_RU,Term_158_uk_UA,Term_158_zh_CN,KEEP_EXACT,Standard
TERM_159,Term_159_en_US,Term_159_ar_SA,Term_159_de_DE,Term_159_es_ES,Term_159_fr_FR,Term_159_he_IL,Term_159_id_ID,Term_159_ja_JP,Term_159_ko_KR,Term_159_nl_NL,Term_159_pl_PL,Term_159_pt_BR,Term_159_ru_RU,Term_159_uk_UA,Term_159_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_160,Term_160_en_US,Term_160_ar_SA,Term_160_de_DE,Term_160_es_ES,Term_160_fr_FR,Term_160_he_IL,Term_160_id_ID,Term_160_ja_JP,Term_160_ko_KR,Term_160_nl_NL,Term_160_pl_PL,Term_160_pt_BR,Term_160_ru_RU,Term_160_uk_UA,Term_160_zh_CN,KEEP_EXACT,Standard
TERM_161,Term_161_en_US,Term_161_ar_SA,Term_161_de_DE,Term_161_es_ES,Term_161_fr_FR,Term_161_he_IL,Term_161_id_ID,Term_161_ja_JP,Term_161_ko_KR,Term_161_nl_NL,Term_161_pl_PL,Term_161_pt_BR,Term_161_ru_RU,Term_161_uk_UA,Term_161_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_162,Term_162_en_US,Term_162_ar_SA,Term_162_de_DE,Term_162_es_ES,Term_162_fr_FR,Term_162_he_IL,Term_162_id_ID,Term_162_ja_JP,Term_162_ko_KR,Term_162_nl_NL,Term_162_pl_PL,Term_162_pt_BR,Term_162_ru_RU,Term_162_uk_UA,Term_162_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_163,Term_163_en_US,Term_163_ar_SA,Term_163_de_DE,Term_163_es_ES,Term_163_fr_FR,Term_163_he_IL,Term_163_id_ID,Term_163_ja_JP,Term_163_ko_KR,Term_163_nl_NL,Term_163_pl_PL,Term_163_pt_BR,Term_163_ru_RU,Term_163_uk_UA,Term_163_zh_CN,KEEP_LATIN,Standard
TERM_164,Term_164_en_US,Term_164_ar_SA,Term_164_de_DE,Term_164_es_ES,Term_164_fr_FR,Term_164_he_IL,Term_164_id_ID,Term_164_ja_JP,Term_164_ko_KR,Term_164_nl_NL,Term_164_pl_PL,Term_164_pt_BR,Term_164_ru_RU,Term_164_uk_UA,Term_164_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_165,Term_165_en_US,Term_165_ar_SA,Term_165_de_DE,Term_165_es_ES,Term_165_fr_FR,Term_165_he_IL,Term_165_id_ID,Term_165_ja_JP,Term_165_ko_KR,Term_165_nl_NL,Term_165_pl_PL,Term_165_pt_BR,Term_165_ru_RU,Term_165_uk_UA,Term_165_zh_CN,KEEP_LATIN,Standard
TERM_166,Term_166_en_US,Term_166_ar_SA,Term_166_de_DE,Term_166_es_ES,Term_166_fr_FR,Term_166_he_IL,Term_166_id_ID,Term_166_ja_JP,Term_166_ko_KR,Term_166_nl_NL,Term_166_pl_PL,Term_166_pt_BR,Term_166_ru_RU,Term_166_uk_UA,Term_166_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_167,Term_167_en_US,Term_167_ar_SA,Term_167_de_DE,Term_167_es_ES,Term_167_fr_FR,Term_167_he_IL,Term_167_id_ID,Term_167_ja_JP,Term_167_ko_KR,Term_167_nl_NL,Term_167_pl_PL,Term_167_pt_BR,Term_167_ru_RU,Term_167_uk_UA,Term_167_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_168,Term_168_en_US,Term_168_ar_SA,Term_168_de_DE,Term_168_es_ES,Term_168_fr_FR,Term_168_he_IL,Term_168_id_ID,Term_168_ja_JP,Term_168_ko_KR,Term_168_nl_NL,Term_168_pl_PL,Term_168_pt_BR,Term_168_ru_RU,Term_168_uk_UA,Term_168_zh_CN,KEEP_EXACT,Standard
TERM_169,Term_169_en_US,Term_169_ar_SA,Term_169_de_DE,Term_169_es_ES,Term_169_fr_FR,Term_169_he_IL,Term_169_id_ID,Term_169_ja_JP,Term_169_ko_KR,Term_169_nl_NL,Term_169_pl_PL,Term_169_pt_BR,Term_169_ru_RU,Term_169_uk_UA,Term_169_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_170,Term_170_en_US,Term_170_ar_SA,Term_170_de_DE,Term_170_es_ES,Term_170_fr_FR,Term_170_he_IL,Term_170_id_ID,Term_170_ja_JP,Term_170_ko_KR,Term_170_nl_NL,Term_170_pl_PL,Term_170_pt_BR,Term_170_ru_RU,Term_170_uk_UA,Term_170_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_171,Term_171_en_US,Term_171_ar_SA,Term_171_de_DE,Term_171_es_ES,Term_171_fr_FR,Term_171_he_IL,Term_171_id_ID,Term_171_ja_JP,Term_171_ko_KR,Term_171_nl_NL,Term_171_pl_PL,Term_171_pt_BR,Term_171_ru_RU,Term_171_uk_UA,Term_171_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_172,Term_172_en_US,Term_172_ar_SA,Term_172_de_DE,Term_172_es_ES,Term_172_fr_FR,Term_172_he_IL,Term_172_id_ID,Term_172_ja_JP,Term_172_ko_KR,Term_172_nl_NL,Term_172_pl_PL,Term_172_pt_BR,Term_172_ru_RU,Term_172_uk_UA,Term_172_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_173,Term_173_en_US,Term_173_ar_SA,Term_173_de_DE,Term_173_es_ES,Term_173_fr_FR,Term_173_he_IL,Term_173_id_ID,Term_173_ja_JP,Term_173_ko_KR,Term_173_nl_NL,Term_173_pl_PL,Term_173_pt_BR,Term_173_ru_RU,Term_173_uk_UA,Term_173_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_174,Term_174_en_US,Term_174_ar_SA,Term_174_de_DE,Term_174_es_ES,Term_174_fr_FR,Term_174_he_IL,Term_174_id_ID,Term_174_ja_JP,Term_174_ko_KR,Term_174_nl_NL,Term_174_pl_PL,Term_174_pt_BR,Term_174_ru_RU,Term_174_uk_UA,Term_174_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_175,Term_175_en_US,Term_175_ar_SA,Term_175_de_DE,Term_175_es_ES,Term_175_fr_FR,Term_175_he_IL,Term_175_id_ID,Term_175_ja_JP,Term_175_ko_KR,Term_175_nl_NL,Term_175_pl_PL,Term_175_pt_BR,Term_175_ru_RU,Term_175_uk_UA,Term_175_zh_CN,KEEP_LATIN,Standard
TERM_176,Term_176_en_US,Term_176_ar_SA,Term_176_de_DE,Term_176_es_ES,Term_176_fr_FR,Term_176_he_IL,Term_176_id_ID,Term_176_ja_JP,Term_176_ko_KR,Term_176_nl_NL,Term_176_pl_PL,Term_176_pt_BR,Term_176_ru_RU,Term_176_uk_UA,Term_176_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_177,Term_177_en_US,Term_177_ar_SA,Term_177_de_DE,Term_177_es_ES,Term_177_fr_FR,Term_177_he_IL,Term_177_id_ID,Term_177_ja_JP,Term_177_ko_KR,Term_177_nl_NL,Term_177_pl_PL,Term_177_pt_BR,Term_177_ru_RU,Term_177_uk_UA,Term_177_zh_CN,KEEP_EXACT,Standard
TERM_178,Term_178_en_US,Term_178_ar_SA,Term_178_de_DE,Term_178_es_ES,Term_178_fr_FR,Term_178_he_IL,Term_178_id_ID,Term_178_ja_JP,Term_178_ko_KR,Term_178_nl_NL,Term_178_pl_PL,Term_178_pt_BR,Term_178_ru_RU,Term_178_uk_UA,Term_178_zh_CN,KEEP_EXACT,Standard
TERM_179,Term_179_en_US,Term_179_ar_SA,Term_179_de_DE,Term_179_es_ES,Term_179_fr_FR,Term_179_he_IL,Term_179_id_ID,Term_179_ja_JP,Term_179_ko_KR,Term_179_nl_NL,Term_179_pl_PL,Term_179_pt_BR,Term_179_ru_RU,Term_179_uk_UA,Term_179_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_180,Term_180_en_US,Term_180_ar_SA,Term_180_de_DE,Term_180_es_ES,Term_180_fr_FR,Term_180_he_IL,Term_180_id_ID,Term_180_ja_JP,Term_180_ko_KR,Term_180_nl_NL,Term_180_pl_PL,Term_180_pt_BR,Term_180_ru_RU,Term_180_uk_UA,Term_180_zh_CN,KEEP_EXACT,Standard
TERM_181,Term_181_en_US,Term_181_ar_SA,Term_181_de_DE,Term_181_es_ES,Term_181_fr_FR,Term_181_he_IL,Term_181_id_ID,Term_181_ja_JP,Term_181_ko_KR,Term_181_nl_NL,Term_181_pl_PL,Term_181_pt_BR,Term_181_ru_RU,Term_181_uk_UA,Term_181_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_182,Term_182_en_US,Term_182_ar_SA,Term_182_de_DE,Term_182_es_ES,Term_182_fr_FR,Term_182_he_IL,Term_182_id_ID,Term_182_ja_JP,Term_182_ko_KR,Term_182_nl_NL,Term_182_pl_PL,Term_182_pt_BR,Term_182_ru_RU,Term_182_uk_UA,Term_182_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_183,Term_183_en_US,Term_183_ar_SA,Term_183_de_DE,Term_183_es_ES,Term_183_fr_FR,Term_183_he_IL,Term_183_id_ID,Term_183_ja_JP,Term_183_ko_KR,Term_183_nl_NL,Term_183_pl_PL,Term_183_pt_BR,Term_183_ru_RU,Term_183_uk_UA,Term_183_zh_CN,KEEP_EXACT,Standard
TERM_184,Term_184_en_US,Term_184_ar_SA,Term_184_de_DE,Term_184_es_ES,Term_184_fr_FR,Term_184_he_IL,Term_184_id_ID,Term_184_ja_JP,Term_184_ko_KR,Term_184_nl_NL,Term_184_pl_PL,Term_184_pt_BR,Term_184_ru_RU,Term_184_uk_UA,Term_184_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_185,Term_185_en_US,Term_185_ar_SA,Term_185_de_DE,Term_185_es_ES,Term_185_fr_FR,Term_185_he_IL,Term_185_id_ID,Term_185_ja_JP,Term_185_ko_KR,Term_185_nl_NL,Term_185_pl_PL,Term_185_pt_BR,Term_185_ru_RU,Term_185_uk_UA,Term_185_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_186,Term_186_en_US,Term_186_ar_SA,Term_186_de_DE,Term_186_es_ES,Term_186_fr_FR,Term_186_he_IL,Term_186_id_ID,Term_186_ja_JP,Term_186_ko_KR,Term_186_nl_NL,Term_186_pl_PL,Term_186_pt_BR,Term_186_ru_RU,Term_186_uk_UA,Term_186_zh_CN,KEEP_EXACT,Standard
TERM_187,Term_187_en_US,Term_187_ar_SA,Term_187_de_DE,Term_187_es_ES,Term_187_fr_FR,Term_187_he_IL,Term_187_id_ID,Term_187_ja_JP,Term_187_ko_KR,Term_187_nl_NL,Term_187_pl_PL,Term_187_pt_BR,Term_187_ru_RU,Term_187_uk_UA,Term_187_zh_CN,KEEP_EXACT,Standard
TERM_188,Term_188_en_US,Term_188_ar_SA,Term_188_de_DE,Term_188_es_ES,Term_188_fr_FR,Term_188_he_IL,Term_188_id_ID,Term_188_ja_JP,Term_188_ko_KR,Term_188_nl_NL,Term_188_pl_PL,Term_188_pt_BR,Term_188_ru_RU,Term_188_uk_UA,Term_188_zh_CN,KEEP_LATIN,Standard
TERM_189,Term_189_en_US,Term_189_ar_SA,Term_189_de_DE,Term_189_es_ES,Term_189_fr_FR,Term_189_he_IL,Term_189_id_ID,Term_189_ja_JP,Term_189_ko_KR,Term_189_nl_NL,Term_189_pl_PL,Term_189_pt_BR,Term_189_ru_RU,Term_189_uk_UA,Term_189_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_190,Term_190_en_US,Term_190_ar_SA,Term_190_de_DE,Term_190_es_ES,Term_190_fr_FR,Term_190_he_IL,Term_190_id_ID,Term_190_ja_JP,Term_190_ko_KR,Term_190_nl_NL,Term_190_pl_PL,Term_190_pt_BR,Term_190_ru_RU,Term_190_uk_UA,Term_190_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_191,Term_191_en_US,Term_191_ar_SA,Term_191_de_DE,Term_191_es_ES,Term_191_fr_FR,Term_191_he_IL,Term_191_id_ID,Term_191_ja_JP,Term_191_ko_KR,Term_191_nl_NL,Term_191_pl_PL,Term_191_pt_BR,Term_191_ru_RU,Term_191_uk_UA,Term_191_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_192,Term_192_en_US,Term_192_ar_SA,Term_192_de_DE,Term_192_es_ES,Term_192_fr_FR,Term_192_he_IL,Term_192_id_ID,Term_192_ja_JP,Term_192_ko_KR,Term_192_nl_NL,Term_192_pl_PL,Term_192_pt_BR,Term_192_ru_RU,Term_192_uk_UA,Term_192_zh_CN,KEEP_EXACT,Standard
TERM_193,Term_193_en_US,Term_193_ar_SA,Term_193_de_DE,Term_193_es_ES,Term_193_fr_FR,Term_193_he_IL,Term_193_id_ID,Term_193_ja_JP,Term_193_ko_KR,Term_193_nl_NL,Term_193_pl_PL,Term_193_pt_BR,Term_193_ru_RU,Term_193_uk_UA,Term_193_zh_CN,KEEP_EXACT,Standard
TERM_194,Term_194_en_US,Term_194_ar_SA,Term_194_de_DE,Term_194_es_ES,Term_194_fr_FR,Term_194_he_IL,Term_194_id_ID,Term_194_ja_JP,Term_194_ko_KR,Term_194_nl_NL,Term_194_pl_PL,Term_194_pt_BR,Term_194_ru_RU,Term_194_uk_UA,Term_194_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_195,Term_195_en_US,Term_195_ar_SA,Term_195_de_DE,Term_195_es_ES,Term_195_fr_FR,Term_195_he_IL,Term_195_id_ID,Term_195_ja_JP,Term_195_ko_KR,Term_195_nl_NL,Term_195_pl_PL,Term_195_pt_BR,Term_195_ru_RU,Term_195_uk_UA,Term_195_zh_CN,KEEP_EXACT,Standard
TERM_196,Term_196_en_US,Term_196_ar_SA,Term_196_de_DE,Term_196_es_ES,Term_196_fr_FR,Term_196_he_IL,Term_196_id_ID,Term_196_ja_JP,Term_196_ko_KR,Term_196_nl_NL,Term_196_pl_PL,Term_196_pt_BR,Term_196_ru_RU,Term_196_uk_UA,Term_196_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_197,Term_197_en_US,Term_197_ar_SA,Term_197_de_DE,Term_197_es_ES,Term_197_fr_FR,Term_197_he_IL,Term_197_id_ID,Term_197_ja_JP,Term_197_ko_KR,Term_197_nl_NL,Term_197_pl_PL,Term_197_pt_BR,Term_197_ru_RU,Term_197_uk_UA,Term_197_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_198,Term_198_en_US,Term_198_ar_SA,Term_198_de_DE,Term_198_es_ES,Term_198_fr_FR,Term_198_he_IL,Term_198_id_ID,Term_198_ja_JP,Term_198_ko_KR,Term_198_nl_NL,Term_198_pl_PL,Term_198_pt_BR,Term_198_ru_RU,Term_198_uk_UA,Term_198_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_199,Term_199_en_US,Term_199_ar_SA,Term_199_de_DE,Term_199_es_ES,Term_199_fr_FR,Term_199_he_IL,Term_199_id_ID,Term_199_ja_JP,Term_199_ko_KR,Term_199_nl_NL,Term_199_pl_PL,Term_199_pt_BR,Term_199_ru_RU,Term_199_uk_UA,Term_199_zh_CN,KEEP_LATIN,Standard
TERM_200,Term_200_en_US,Term_200_ar_SA,Term_200_de_DE,Term_200_es_ES,Term_200_fr_FR,Term_200_he_IL,Term_200_id_ID,Term_200_ja_JP,Term_200_ko_KR,Term_200_nl_NL,Term_200_pl_PL,Term_200_pt_BR,Term_200_ru_RU,Term_200_uk_UA,Term_200_zh_CN,KEEP_LATIN,Standard
TERM_201,Term_201_en_US,Term_201_ar_SA,Term_201_de_DE,Term_201_es_ES,Term_201_fr_FR,Term_201_he_IL,Term_201_id_ID,Term_201_ja_JP,Term_201_ko_KR,Term_201_nl_NL,Term_201_pl_PL,Term_201_pt_BR,Term_201_ru_RU,Term_201_uk_UA,Term_201_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_202,Term_202_en_US,Term_202_ar_SA,Term_202_de_DE,Term_202_es_ES,Term_202_fr_FR,Term_202_he_IL,Term_202_id_ID,Term_202_ja_JP,Term_202_ko_KR,Term_202_nl_NL,Term_202_pl_PL,Term_202_pt_BR,Term_202_ru_RU,Term_202_uk_UA,Term_202_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_203,Term_203_en_US,Term_203_ar_SA,Term_203_de_DE,Term_203_es_ES,Term_203_fr_FR,Term_203_he_IL,Term_203_id_ID,Term_203_ja_JP,Term_203_ko_KR,Term_203_nl_NL,Term_203_pl_PL,Term_203_pt_BR,Term_203_ru_RU,Term_203_uk_UA,Term_203_zh_CN,KEEP_LATIN,Standard
TERM_204,Term_204_en_US,Term_204_ar_SA,Term_204_de_DE,Term_204_es_ES,Term_204_fr_FR,Term_204_he_IL,Term_204_id_ID,Term_204_ja_JP,Term_204_ko_KR,Term_204_nl_NL,Term_204_pl_PL,Term_204_pt_BR,Term_204_ru_RU,Term_204_uk_UA,Term_204_zh_CN,KEEP_LATIN,Standard
TERM_205,Term_205_en_US,Term_205_ar_SA,Term_205_de_DE,Term_205_es_ES,Term_205_fr_FR,Term_205_he_IL,Term_205_id_ID,Term_205_ja_JP,Term_205_ko_KR,Term_205_nl_NL,Term_205_pl_PL,Term_205_pt_BR,Term_205_ru_RU,Term_205_uk_UA,Term_205_zh_CN,KEEP_LATIN,Standard
TERM_206,Term_206_en_US,Term_206_ar_SA,Term_206_de_DE,Term_206_es_ES,Term_206_fr_FR,Term_206_he_IL,Term_206_id_ID,Term_206_ja_JP,Term_206_ko_KR,Term_206_nl_NL,Term_206_pl_PL,Term_206_pt_BR,Term_206_ru_RU,Term_206_uk_UA,Term_206_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_207,Term_207_en_US,Term_207_ar_SA,Term_207_de_DE,Term_207_es_ES,Term_207_fr_FR,Term_207_he_IL,Term_207_id_ID,Term_207_ja_JP,Term_207_ko_KR,Term_207_nl_NL,Term_207_pl_PL,Term_207_pt_BR,Term_207_ru_RU,Term_207_uk_UA,Term_207_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_208,Term_208_en_US,Term_208_ar_SA,Term_208_de_DE,Term_208_es_ES,Term_208_fr_FR,Term_208_he_IL,Term_208_id_ID,Term_208_ja_JP,Term_208_ko_KR,Term_208_nl_NL,Term_208_pl_PL,Term_208_pt_BR,Term_208_ru_RU,Term_208_uk_UA,Term_208_zh_CN,KEEP_EXACT,Standard
TERM_209,Term_209_en_US,Term_209_ar_SA,Term_209_de_DE,Term_209_es_ES,Term_209_fr_FR,Term_209_he_IL,Term_209_id_ID,Term_209_ja_JP,Term_209_ko_KR,Term_209_nl_NL,Term_209_pl_PL,Term_209_pt_BR,Term_209_ru_RU,Term_209_uk_UA,Term_209_zh_CN,KEEP_EXACT,Standard
TERM_210,Term_210_en_US,Term_210_ar_SA,Term_210_de_DE,Term_210_es_ES,Term_210_fr_FR,Term_210_he_IL,Term_210_id_ID,Term_210_ja_JP,Term_210_ko_KR,Term_210_nl_NL,Term_210_pl_PL,Term_210_pt_BR,Term_210_ru_RU,Term_210_uk_UA,Term_210_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_211,Term_211_en_US,Term_211_ar_SA,Term_211_de_DE,Term_211_es_ES,Term_211_fr_FR,Term_211_he_IL,Term_211_id_ID,Term_211_ja_JP,Term_211_ko_KR,Term_211_nl_NL,Term_211_pl_PL,Term_211_pt_BR,Term_211_ru_RU,Term_211_uk_UA,Term_211_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_212,Term_212_en_US,Term_212_ar_SA,Term_212_de_DE,Term_212_es_ES,Term_212_fr_FR,Term_212_he_IL,Term_212_id_ID,Term_212_ja_JP,Term_212_ko_KR,Term_212_nl_NL,Term_212_pl_PL,Term_212_pt_BR,Term_212_ru_RU,Term_212_uk_UA,Term_212_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_213,Term_213_en_US,Term_213_ar_SA,Term_213_de_DE,Term_213_es_ES,Term_213_fr_FR,Term_213_he_IL,Term_213_id_ID,Term_213_ja_JP,Term_213_ko_KR,Term_213_nl_NL,Term_213_pl_PL,Term_213_pt_BR,Term_213_ru_RU,Term_213_uk_UA,Term_213_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_214,Term_214_en_US,Term_214_ar_SA,Term_214_de_DE,Term_214_es_ES,Term_214_fr_FR,Term_214_he_IL,Term_214_id_ID,Term_214_ja_JP,Term_214_ko_KR,Term_214_nl_NL,Term_214_pl_PL,Term_214_pt_BR,Term_214_ru_RU,Term_214_uk_UA,Term_214_zh_CN,KEEP_EXACT,Standard
TERM_215,Term_215_en_US,Term_215_ar_SA,Term_215_de_DE,Term_215_es_ES,Term_215_fr_FR,Term_215_he_IL,Term_215_id_ID,Term_215_ja_JP,Term_215_ko_KR,Term_215_nl_NL,Term_215_pl_PL,Term_215_pt_BR,Term_215_ru_RU,Term_215_uk_UA,Term_215_zh_CN,KEEP_EXACT,Standard
TERM_216,Term_216_en_US,Term_216_ar_SA,Term_216_de_DE,Term_216_es_ES,Term_216_fr_FR,Term_216_he_IL,Term_216_id_ID,Term_216_ja_JP,Term_216_ko_KR,Term_216_nl_NL,Term_216_pl_PL,Term_216_pt_BR,Term_216_ru_RU,Term_216_uk_UA,Term_216_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_217,Term_217_en_US,Term_217_ar_SA,Term_217_de_DE,Term_217_es_ES,Term_217_fr_FR,Term_217_he_IL,Term_217_id_ID,Term_217_ja_JP,Term_217_ko_KR,Term_217_nl_NL,Term_217_pl_PL,Term_217_pt_BR,Term_217_ru_RU,Term_217_uk_UA,Term_217_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_218,Term_218_en_US,Term_218_ar_SA,Term_218_de_DE,Term_218_es_ES,Term_218_fr_FR,Term_218_he_IL,Term_218_id_ID,Term_218_ja_JP,Term_218_ko_KR,Term_218_nl_NL,Term_218_pl_PL,Term_218_pt_BR,Term_218_ru_RU,Term_218_uk_UA,Term_218_zh_CN,KEEP_EXACT,Standard
TERM_219,Term_219_en_US,Term_219_ar_SA,Term_219_de_DE,Term_219_es_ES,Term_219_fr_FR,Term_219_he_IL,Term_219_id_ID,Term_219_ja_JP,Term_219_ko_KR,Term_219_nl_NL,Term_219_pl_PL,Term_219_pt_BR,Term_219_ru_RU,Term_219_uk_UA,Term_219_zh_CN,KEEP_LATIN,Standard
TERM_220,Term_220_en_US,Term_220_ar_SA,Term_220_de_DE,Term_220_es_ES,Term_220_fr_FR,Term_220_he_IL,Term_220_id_ID,Term_220_ja_JP,Term_220_ko_KR,Term_220_nl_NL,Term_220_pl_PL,Term_220_pt_BR,Term_220_ru_RU,Term_220_uk_UA,Term_220_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_221,Term_221_en_US,Term_221_ar_SA,Term_221_de_DE,Term_221_es_ES,Term_221_fr_FR,Term_221_he_IL,Term_221_id_ID,Term_221_ja_JP,Term_221_ko_KR,Term_221_nl_NL,Term_221_pl_PL,Term_221_pt_BR,Term_221_ru_RU,Term_221_uk_UA,Term_221_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_222,Term_222_en_US,Term_222_ar_SA,Term_222_de_DE,Term_222_es_ES,Term_222_fr_FR,Term_222_he_IL,Term_222_id_ID,Term_222_ja_JP,Term_222_ko_KR,Term_222_nl_NL,Term_222_pl_PL,Term_222_pt_BR,Term_222_ru_RU,Term_222_uk_UA,Term_222_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_223,Term_223_en_US,Term_223_ar_SA,Term_223_de_DE,Term_223_es_ES,Term_223_fr_FR,Term_223_he_IL,Term_223_id_ID,Term_223_ja_JP,Term_223_ko_KR,Term_223_nl_NL,Term_223_pl_PL,Term_223_pt_BR,Term_223_ru_RU,Term_223_uk_UA,Term_223_zh_CN,KEEP_LATIN,Standard
TERM_224,Term_224_en_US,Term_224_ar_SA,Term_224_de_DE,Term_224_es_ES,Term_224_fr_FR,Term_224_he_IL,Term_224_id_ID,Term_224_ja_JP,Term_224_ko_KR,Term_224_nl_NL,Term_224_pl_PL,Term_224_pt_BR,Term_224_ru_RU,Term_224_uk_UA,Term_224_zh_CN,KEEP_LATIN,Standard
