"priority","family","asset_path","blocker_type","static_evidence","likely_owner_packet","required_readback","forbidden_shortcut","proof_required","status"
"P0","player_product_face","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","player_blockout_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_PlayerSwimBlockout; folder_family=unclassified_first_party; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC; route_risk=MATERIAL_SLOT_READBACK_REQUIRED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No blockout material promotion, no package-default substitution, no per-object material clone, no missing PBR role acceptance.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_BeaconDeployer_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_BeaconDeployer_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Builder_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Builder_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_EnvAnalyzer_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_EnvAnalyzer_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Flashlight_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Flashlight_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_HarpoonLauncher_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_HarpoonLauncher_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Knife_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Knife_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_LaserCutter_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_LaserCutter_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Propulsion_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Propulsion_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Repair_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Repair_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_SalvageSampler_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_SalvageSampler_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_Scanner_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_Scanner_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/Tools/Mat_Tool_StunPistol_Placeholder.mat","tool_placeholder_material_missing_pbr_roles","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=Mat_Tool_StunPistol_Placeholder; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ToolDecayLit.shader; texture_guid_refs=0; empty_slots=14; policy=NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_branching; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_CoralMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_brittle; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_CoralMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_low; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_CoralMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_massive; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_CoralMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_plate.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_plate; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_CoralMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_kelp_abyssal; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_KelpMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_kelp_canopy; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_KelpMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_kelp_patch_dense; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_KelpMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_kelp_tall; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_KelpMaster_GPUI.shader; texture_guid_refs=4; empty_slots=13; policy=EMPTY_TEXTURE_SLOTS_STATIC|WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_Flora_ImpostorAtlas.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_Flora_ImpostorAtlas; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_GeologyImpostorBillboard.shader; texture_guid_refs=1; empty_slots=0; policy=WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat","world_procedural_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_ProceduralBio_Shallows; folder_family=proxy_placeholder; shader=Assets/_Project/Art/Shaders/Hecton_ProceduralBio.shader; texture_guid_refs=4; empty_slots=0; policy=WORLDPROCEDURALPROXY_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","proxy_placeholder","Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Flora/MAT_family_coral_branching_Placeholder.mat","world_runtime_placeholder_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_family_coral_branching_Placeholder; folder_family=proxy_placeholder; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|PROXY_OR_PLACEHOLDER_TOKEN; route_risk=VISIBLE_ROUTE_REJECT_UNTIL_REPLACED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
