path,ledger_class,duration_sec,channels,sample_rate_hz,codec,mean_volume_db_source_probe,max_volume_db_source_probe,measurement_status,ledger_policy_flags,dynamics_policy_flags,future_owner_action,evidence_class,status,evidence_boundary
Assets/_Project/Audio/Music for Game/shelf_5_Abandoned Subfloor Rumble (1).ogg,music,217.120,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_6_Decaying Analog Static.ogg,music,187.480,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_7_Decaying Analog Static.ogg,music,285.760,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_8_Deep-Sea Tapeflutter.ogg,music,250.120,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_9_Deep-Sea Tapeflutter (1).ogg,music,259.760,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg,music,26.880,2,32000,vorbis,-14.3,0.0,MEASURED_FFMPEG_VOLUMEDETECT,LONG_GT10S,SOURCE_PEAK_NEAR_0DB|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg,music,26.436,2,32000,vorbis,-14.3,0.0,MEASURED_FFMPEG_VOLUMEDETECT,LONG_GT10S,SOURCE_PEAK_NEAR_0DB|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg,music,26.567,2,32000,vorbis,-14.3,0.0,MEASURED_FFMPEG_VOLUMEDETECT,LONG_GT10S,SOURCE_PEAK_NEAR_0DB|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg,music,30.093,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_dangerous_2Heartbeat_Under_Floorboards.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_1_The_Sunken_Gate.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_2_The_Sunken_Archive.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_3_The_Sunken_Observatory.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_4_The_Sunken_Observatory.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_5_The_Sunken_Relic.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg,music,30.772,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/wam_base_lofi_11_Beneath_The_Iron_Hull.ogg,music,175.647,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_10_chill_Midnight_at_the_Pressure_Gate.ogg,music,175.203,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_1_Muffled Underwater Hum.ogg,music,154.040,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_2_Muffled Underwater Hum (1).ogg,music,265.000,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_3_Underwater Hum.ogg,music,106.080,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_4_Underwater Hum (1).ogg,music,97.840,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_5_Iron_Hull_Lullaby.ogg,music,134.269,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_6_Vinyl Warmth Echo.ogg,music,129.160,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_7_Vinyl Warmth Echo (1).ogg,music,190.920,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_8_Vinyl Crackle.ogg,music,178.360,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_9_Vinyl Crackle (1).ogg,music,174.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/SFX/bubble sound (1).wav,sfx,1.500,1,44100,pcm_s16le,-40.5,-17.3,MEASURED_FFMPEG_VOLUMEDETECT,ABOVE_22K_SFX_UI,SOURCE_MEAN_VERY_QUIET,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/SFX/bubble sound (2).wav,sfx,1.500,1,44100,pcm_s16le,-31.4,-12.4,MEASURED_FFMPEG_VOLUMEDETECT,ABOVE_22K_SFX_UI,STATIC_NO_IMMEDIATE_FLAG,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/SFX/bubble sound (3).wav,sfx,2.000,1,44100,pcm_s16le,-31.6,-13.3,MEASURED_FFMPEG_VOLUMEDETECT,ABOVE_22K_SFX_UI,STATIC_NO_IMMEDIATE_FLAG,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/SFX/bubble sound (4).wav,sfx,2.000,1,44100,pcm_s16le,-31.5,-11.9,MEASURED_FFMPEG_VOLUMEDETECT,ABOVE_22K_SFX_UI,STATIC_NO_IMMEDIATE_FLAG,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/SFX/water energe  - bulb.wav,sfx,1.312,2,44100,pcm_s16le,-21.8,-1.6,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Thruster/servo_motor.wav,sfx,1.773,2,44100,pcm_s16le,-20.4,-0.0,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_PEAK_NEAR_0DB|MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Thruster/thrust continous.wav,sfx,0.801,1,24000,pcm_s16le,-20.6,-10.3,MEASURED_FFMPEG_VOLUMEDETECT,ABOVE_22K_SFX_UI,STATIC_NO_IMMEDIATE_FLAG,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/UI/blow ui sound (notif or option).mp3,ui,1.440,2,48000,mp3,-26.6,-10.0,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/UI/click sound.wav,ui,0.172,2,44100,pcm_s16le,-29.8,-0.8,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/UI/electro (nope) sound.flac,ui,1.673,2,44100,flac,-25.8,-6.3,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/UI/open - tap - ui.wav,ui,1.385,2,48000,pcm_s16le,-32.6,-14.1,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/UI/ui - reverb sound.wav,ui,1.341,2,96000,pcm_s16le,-51.5,-19.7,MEASURED_FFMPEG_VOLUMEDETECT,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_MEAN_VERY_QUIET|MULTICHANNEL_CRITICAL_CUE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Underwater Ambient.wav,ambient,193.000,2,44100,pcm_s16le,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/VO/Stubs/VOStub_Chen_Log01_EN.wav,voice,1.341,2,96000,pcm_s16le,-51.5,-19.7,MEASURED_FFMPEG_VOLUMEDETECT,NONE,SOURCE_MEAN_VERY_QUIET,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/VO/Stubs/VOStub_Chen_Log01_RU.wav,voice,1.341,2,96000,pcm_s16le,-51.5,-19.7,MEASURED_FFMPEG_VOLUMEDETECT,NONE,SOURCE_MEAN_VERY_QUIET,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
