article_id,packet_id,canonical_owner_doc,allowed_surfaces,forbidden_surfaces,spoiler_level,unlock_gate,in_world_voice_options,runtime_layer
domain_table.deep_reach_suboffice_registry,P165_DEEP_REACH_SUBOFFICE_REGISTRY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.deep_reach_suboffice_registry,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
worker_evidence.worker_name_pool_protocol,P166_WORKER_NAME_POOL_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.worker_name_pool_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
worker_evidence.pressure_job_title_table,P167_PRESSURE_JOB_TITLE_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.pressure_job_title_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
worker_evidence.locker_prop_variants,P168_LOCKER_PROP_VARIANTS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.locker_prop_variants,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
worker_evidence.native_localized_name_handling,P169_NATIVE_LOCALIZED_NAME_HANDLING,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.native_localized_name_handling,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
worker_evidence.shift_crew_story_seeds,P170_SHIFT_CREW_STORY_SEEDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.shift_crew_story_seeds,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
resource_rules.recipe_tier_pressure_bands,P171_RECIPE_TIER_PRESSURE_BANDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.recipe_tier_pressure_bands,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
resource_rules.pressure_failure_thresholds,P172_PRESSURE_FAILURE_THRESHOLDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.pressure_failure_thresholds,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
resource_rules.blue_debt_sample_quality,P173_BLUE_DEBT_SAMPLE_QUALITY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.blue_debt_sample_quality,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
resource_rules.vent_forge_process_steps,P174_VENT_FORGE_PROCESS_STEPS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.vent_forge_process_steps,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
resource_rules.escape_component_tuning_rules,P175_ESCAPE_COMPONENT_TUNING_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.escape_component_tuning_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
dossier_save.dossier_selection_ui_rule,P176_DOSSIER_SELECTION_UI_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.dossier_selection_ui_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
dossier_save.risk_weight_contract_card,P177_RISK_WEIGHT_CONTRACT_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.risk_weight_contract_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
dossier_save.ending_record_presentation,P178_ENDING_RECORD_PRESENTATION,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_record_presentation,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
dossier_save.save_profile_knowledge_flags,P179_SAVE_PROFILE_KNOWLEDGE_FLAGS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.save_profile_knowledge_flags,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
dossier_save.website_wiki_spoiler_tiering,P180_WEBSITE_WIKI_SPOILER_TIERING,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.website_wiki_spoiler_tiering,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
aegir_moons.moon_name_lock_policy,P181_MOON_NAME_LOCK_POLICY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.moon_name_lock_policy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
aegir_moons.hecton8_orbital_hazard_table,P182_HECTON8_ORBITAL_HAZARD_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.hecton8_orbital_hazard_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
aegir_moons.aegir_moon_ledger_role_table,P183_AEGIR_MOON_LEDGER_ROLE_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.aegir_moon_ledger_role_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
aegir_moons.ran_aegir_ephemeris_tuning_rule,P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.ran_aegir_ephemeris_tuning_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
aegir_moons.moon_route_article_spoiler_boundary,P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.moon_route_article_spoiler_boundary,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.true_cause_knowledge_tiers,P186_TRUE_CAUSE_KNOWLEDGE_TIERS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.true_cause_knowledge_tiers,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.liability_memo_fragment_chain,P187_LIABILITY_MEMO_FRAGMENT_CHAIN,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.liability_memo_fragment_chain,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.signoff_witness_conflict,P188_SIGNOFF_WITNESS_CONFLICT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.signoff_witness_conflict,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.suboffice_personnel_seeds,P189_SUBOFFICE_PERSONNEL_SEEDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.suboffice_personnel_seeds,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.false_public_report_packet,P190_FALSE_PUBLIC_REPORT_PACKET,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.false_public_report_packet,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
final_axis.crime_scene_sale,P191_FINAL_QUESTION_CRIME_SCENE_SALE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.final_question_crime_scene_sale,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
final_axis.broken_guardian,P192_FINAL_QUESTION_BROKEN_GUARDIAN,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.final_question_broken_guardian,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
final_axis.public_truth_lost_control,P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.final_question_public_truth_lost_control,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
final_axis.severance_mercy_theft,P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.final_question_severance_mercy_theft,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
final_axis.best_ending_no_clean_hands,P195_BEST_ENDING_NO_CLEAN_HANDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.best_ending_no_clean_hands,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
tuning.resource_table_placeholder_contract,P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.resource_table_placeholder_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
tuning.escape_recipe_balance_bands,P197_ESCAPE_RECIPE_BALANCE_BANDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.escape_recipe_balance_bands,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
tuning.risk_reward_table_bands,P198_RISK_REWARD_TABLE_BANDS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.risk_reward_table_bands,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
tuning.inventory_stack_tuning_rule,P199_INVENTORY_STACK_TUNING_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.inventory_stack_tuning_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
tuning.native_localization_pass_contract,P200_NATIVE_LOCALIZATION_PASS_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.native_localization_pass_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.contract_continuity_desk_signatures,P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.contract_continuity_desk_signatures,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.packet_notary_interface_signatures,P202_PACKET_NOTARY_INTERFACE_SIGNATURES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.packet_notary_interface_signatures,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.quarantine_review_gate_signatures,P203_QUARANTINE_REVIEW_GATE_SIGNATURES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.quarantine_review_gate_signatures,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.asset_silence_board_signatures,P204_ASSET_SILENCE_BOARD_SIGNATURES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.asset_silence_board_signatures,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
deep_reach.return_action_queue_signatures,P205_RETURN_ACTION_QUEUE_SIGNATURES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.return_action_queue_signatures,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
colony.worker_roster_size_rule,P206_WORKER_ROSTER_SIZE_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.worker_roster_size_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
colony.pressure_crew_archetype_table,P207_PRESSURE_CREW_ARCHETYPE_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.pressure_crew_archetype_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
colony.anchor_worker_name_set_a,P208_ANCHOR_WORKER_NAME_SET_A,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.anchor_worker_name_set_a,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
colony.anchor_worker_name_set_b,P209_ANCHOR_WORKER_NAME_SET_B,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.anchor_worker_name_set_b,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
colony.seed_role_name_grammar,P210_SEED_ROLE_NAME_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.seed_role_name_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
props.locker_prop_variant_matrix,P211_LOCKER_PROP_VARIANT_MATRIX,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.locker_prop_variant_matrix,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
props.triage_ledger_prop_variants,P212_TRIAGE_LEDGER_PROP_VARIANTS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.triage_ledger_prop_variants,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
props.route_permission_stamp_set,P213_ROUTE_PERMISSION_STAMP_SET,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.route_permission_stamp_set,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
props.marauder_correction_mark_rules,P214_MARAUDER_CORRECTION_MARK_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.marauder_correction_mark_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
props.audio_fragment_prop_rules,P215_AUDIO_FRAGMENT_PROP_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.audio_fragment_prop_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
publication.public_site_article_tier_rules,P216_PUBLIC_SITE_ARTICLE_TIER_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.public_site_article_tier_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
publication.in_game_wiki_unlock_tier_rules,P217_IN_GAME_WIKI_UNLOCK_TIER_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.in_game_wiki_unlock_tier_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
publication.audio_transcript_censor_rules,P218_AUDIO_TRANSCRIPT_CENSOR_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.audio_transcript_censor_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
publication.art_brief_release_gate_rules,P219_ART_BRIEF_RELEASE_GATE_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.art_brief_release_gate_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
publication.native_language_backlog_rules,P220_NATIVE_LANGUAGE_BACKLOG_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.native_language_backlog_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.photic_mat_baseline,P221_PHOTIC_MAT_BASELINE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.photic_mat_baseline,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.glass_grazer_schools,P222_GLASS_GRAZER_SCHOOLS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.glass_grazer_schools,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.lantern_drift_bloom,P223_LANTERN_DRIFT_BLOOM,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.lantern_drift_bloom,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.shell_clamp_reef,P224_SHELL_CLAMP_REEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.shell_clamp_reef,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.shallow_predator_shadow_rule,P225_SHALLOW_PREDATOR_SHADOW_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.shallow_predator_shadow_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.brine_vane_forests,P226_BRINE_VANE_FORESTS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.brine_vane_forests,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.density_skater_fauna,P227_DENSITY_SKATER_FAUNA,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.density_skater_fauna,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.vent_anchor_colonies,P228_VENT_ANCHOR_COLONIES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.vent_anchor_colonies,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.wide_filter_body_trace,P229_WIDE_FILTER_BODY_TRACE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.wide_filter_body_trace,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
ecology.silt_ambusher_telegraph,P230_SILT_AMBUSHER_TELEGRAPH,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.silt_ambusher_telegraph,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
atlas.conductive_biofilm_cable_skin,P231_CONDUCTIVE_BIOFILM_CABLE_SKIN,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.conductive_biofilm_cable_skin,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
atlas.acoustic_filter_organ_relay,P232_ACOUSTIC_FILTER_ORGAN_RELAY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.acoustic_filter_organ_relay,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
atlas.shell_sealant_fracture_growth,P233_SHELL_SEALANT_FRACTURE_GROWTH,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.shell_sealant_fracture_growth,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
atlas.sensor_tagged_fauna,P234_SENSOR_TAGGED_FAUNA,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.sensor_tagged_fauna,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
atlas.vent_micronode_nests,P235_VENT_MICRONODE_NESTS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.vent_micronode_nests,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
hardware.black_keel_tender_interior_limits,P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.black_keel_tender_interior_limits,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
hardware.drop_capsule_damage_parts,P237_DROP_CAPSULE_DAMAGE_PARTS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.drop_capsule_damage_parts,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
hardware.p63_fabricator_authority_limits,P238_P63_FABRICATOR_AUTHORITY_LIMITS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p63_fabricator_authority_limits,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
hardware.pressure_suit_service_grades,P239_PRESSURE_SUIT_SERVICE_GRADES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.pressure_suit_service_grades,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
hardware.sonar_pinger_route_beacons,P240_SONAR_PINGER_ROUTE_BEACONS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.sonar_pinger_route_beacons,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.lien_severity_seed_class,P241_LIEN_SEVERITY_SEED_CLASS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.lien_severity_seed_class,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.storm_window_risk_card,P242_STORM_WINDOW_RISK_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.storm_window_risk_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sample_custody_grade_card,P243_SAMPLE_CUSTODY_GRADE_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.sample_custody_grade_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.evidence_order_depth_card,P244_EVIDENCE_ORDER_DEPTH_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.evidence_order_depth_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.deep_reach_clause_weight_card,P245_DEEP_REACH_CLAUSE_WEIGHT_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.deep_reach_clause_weight_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_approach_audio_packet,P246_BLACK_KEEL_APPROACH_AUDIO_PACKET,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.black_keel_approach_audio_packet,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
