packet_id,release_set_id,article_id,title_en,surfaces_present,locale_count,route_card_present,binding_map_present
P243_SAMPLE_CUSTODY_GRADE_CARD,RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,applied_lore.sample_custody_grade_card,Sample Custody Grade Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P244_EVIDENCE_ORDER_DEPTH_CARD,RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,applied_lore.evidence_order_depth_card,Evidence Order Depth Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P245_DEEP_REACH_CLAUSE_WEIGHT_CARD,RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,applied_lore.deep_reach_clause_weight_card,Deep Reach Clause Weight Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P246_BLACK_KEEL_APPROACH_AUDIO_PACKET,RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,applied_lore.black_keel_approach_audio_packet,Black Keel Approach Audio Packet,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P247_DROP_CAPSULE_DIAGNOSTIC_READOUT,RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,applied_lore.drop_capsule_diagnostic_readout,Drop Capsule Diagnostic Readout,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P248_P63_PUMP_ROOM_FIRST_REPAIR_TASK,RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,applied_lore.p63_pump_room_first_repair_task,P-63 Pump Room First Repair Task,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P249_SANITIZED_ACCIDENT_PACKET_BODY,RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,applied_lore.sanitized_accident_packet_body,Sanitized Accident Packet Body,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,applied_lore.first_atlas_repair_trace_scene,First Atlas Repair Trace Scene,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P251_HECTON8_PUBLIC_PRIMER_ARTICLE,RS051_PUBLIC_SITE_PILLAR_ARTICLES,applied_lore.hecton8_public_primer_article,HECTON-8 Public Primer Article,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P252_AEGIR_SYSTEM_PUBLIC_PRIMER_ARTICLE,RS051_PUBLIC_SITE_PILLAR_ARTICLES,applied_lore.aegir_system_public_primer_article,Aegir System Public Primer Article,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P253_DEEP_REACH_PUBLIC_DOSSIER_ARTICLE,RS051_PUBLIC_SITE_PILLAR_ARTICLES,applied_lore.deep_reach_public_dossier_article,Deep Reach Public Dossier Article,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P254_ATLAS6_SPOILER_GATED_ARTICLE,RS051_PUBLIC_SITE_PILLAR_ARTICLES,applied_lore.atlas6_spoiler_gated_article,Atlas-6 Spoiler-Gated Article,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P255_BLUE_DEBT_PUBLIC_RESOURCE_ARTICLE,RS051_PUBLIC_SITE_PILLAR_ARTICLES,applied_lore.blue_debt_public_resource_article,Blue Debt Public Resource Article,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,applied_lore.proper_noun_translation_lock_table,Proper Noun Translation Lock Table,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P257_UNIT_NUMBER_STYLE_CARD,RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,applied_lore.unit_number_style_card,Unit And Number Style Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P258_TERMINAL_VOICE_REGISTER_RULE,RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,applied_lore.terminal_voice_register_rule,Terminal Voice Register Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P259_AUDIO_BARK_FAMILY_RULES,RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,applied_lore.audio_bark_family_rules,Audio Bark Family Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P260_RTL_CJK_FONT_RISK_CARD,RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,applied_lore.rtl_cjk_font_risk_card,RTL And CJK Font Risk Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P261_RESOURCE_YIELD_AUTHORING_ROWS,RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,applied_lore.resource_yield_authoring_rows,Resource Yield Authoring Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P262_INVENTORY_STACK_AUTHORING_ROWS,RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,applied_lore.inventory_stack_authoring_rows,Inventory Stack Authoring Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P263_ESCAPE_RECIPE_AUTHORING_ROWS,RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,applied_lore.escape_recipe_authoring_rows,Escape Recipe Authoring Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,applied_lore.contract_risk_reward_authoring_rows,Contract Risk Reward Authoring Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P265_ENDING_PAYOUT_AUTHORING_ROWS,RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,applied_lore.ending_payout_authoring_rows,Ending Payout Authoring Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P266_DOSSIER_START_SCREEN_COPY,RS054_DOSSIER_CONTRACT_UI_COPY_DECK,applied_lore.dossier_start_screen_copy,Dossier Start Screen Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P267_CONTRACT_CARD_FIELD_LABELS,RS054_DOSSIER_CONTRACT_UI_COPY_DECK,applied_lore.contract_card_field_labels,Contract Card Field Labels,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P268_RUMOR_FAMILY_UI_COPY,RS054_DOSSIER_CONTRACT_UI_COPY_DECK,applied_lore.rumor_family_ui_copy,Rumor Family Ui Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P269_ROUTE_WARNING_UI_COPY,RS054_DOSSIER_CONTRACT_UI_COPY_DECK,applied_lore.route_warning_ui_copy,Route Warning Ui Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P270_ENDING_RECORD_UI_COPY,RS054_DOSSIER_CONTRACT_UI_COPY_DECK,applied_lore.ending_record_ui_copy,Ending Record Ui Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P271_MATERIAL_PAYOUT_RECORD,RS055_ENDING_PAYLOAD_RECORD_SURFACES,applied_lore.material_payout_record,Material Payout Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P272_PARTIAL_RETURN_RECORD,RS055_ENDING_PAYLOAD_RECORD_SURFACES,applied_lore.partial_return_record,Partial Return Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P273_PUBLIC_LEDGER_RECORD,RS055_ENDING_PAYLOAD_RECORD_SURFACES,applied_lore.public_ledger_record,Public Ledger Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P274_ATLAS_SEVERANCE_RECORD,RS055_ENDING_PAYLOAD_RECORD_SURFACES,applied_lore.atlas_severance_record,Atlas Severance Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P275_PRESERVE_QUARANTINE_RECORD,RS055_ENDING_PAYLOAD_RECORD_SURFACES,applied_lore.preserve_quarantine_record,Preserve Quarantine Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P276_RU_NATIVE_REVIEW_LOCK,RS056_NATIVE_LOCALIZATION_REVIEW_PACK,applied_lore.ru_native_review_lock,RU Review Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P277_CJK_REVIEW_LOCK,RS056_NATIVE_LOCALIZATION_REVIEW_PACK,applied_lore.cjk_review_lock,CJK Review Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P278_RTL_REVIEW_LOCK,RS056_NATIVE_LOCALIZATION_REVIEW_PACK,applied_lore.rtl_review_lock,RTL Review Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P279_EUROPEAN_LANGUAGE_REVIEW_LOCK,RS056_NATIVE_LOCALIZATION_REVIEW_PACK,applied_lore.european_language_review_lock,EU Loc Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P280_SUBTITLE_AUDIO_REVIEW_LOCK,RS056_NATIVE_LOCALIZATION_REVIEW_PACK,applied_lore.subtitle_audio_review_lock,Subtitle Audio Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P281_HECTON8_SITE_OPENING_HOOK,RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,applied_lore.p281_hecton8_site_opening_hook,Hecton8 Site Opening Hook,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P282_AEGIR_SITE_SYSTEM_MAP_COPY,RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,applied_lore.p282_aegir_site_system_map_copy,Aegir Site System Map Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,applied_lore.p283_deep_reach_site_accountability_copy,Deep Reach Site Accountability Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P284_ATLAS6_SITE_SPOILER_GATE_COPY,RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,applied_lore.p284_atlas6_site_spoiler_gate_copy,Atlas6 Site Spoiler Gate Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P285_BLUE_DEBT_SITE_RESOURCE_COPY,RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,applied_lore.p285_blue_debt_site_resource_copy,Blue Debt Site Resource Copy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P286_CAPSULE_BLACKBOX_AUDIO_01,RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,applied_lore.p286_capsule_blackbox_audio_01,Capsule Blackbox Audio 01,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P287_P63_PUMP_ROOM_WORK_ORDER,RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,applied_lore.p287_p63_pump_room_work_order,P63 Pump Room Work Order,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,applied_lore.p288_worker_locker_nameplate_sample,Worker Locker Nameplate Sample,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P289_MARAUDER_CORRECTION_NOTE_SAMPLE,RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,applied_lore.p289_marauder_correction_note_sample,Marauder Correction Note Sample,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P290_QUARANTINE_RELAY_FRAGMENT,RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,applied_lore.p290_quarantine_relay_fragment,Quarantine Relay Fragment,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P291_PHOTIC_MAT_CODEX_CARD,RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,applied_lore.p291_photic_mat_codex_card,Photic Mat Codex Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P292_GLASS_GRAZER_CODEX_CARD,RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,applied_lore.p292_glass_grazer_codex_card,Glass Grazer Codex Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P293_LANTERN_DRIFT_CODEX_CARD,RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,applied_lore.p293_lantern_drift_codex_card,Lantern Drift Codex Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P294_BRINE_VANE_CODEX_CARD,RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,applied_lore.p294_brine_vane_codex_card,Brine Vane Codex Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,applied_lore.p295_sensor_tagged_fauna_codex_card,Sensor Tagged Fauna Codex Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P296_ABYSSAL_MACHINE_FIELD_WARNING,RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,applied_lore.p296_abyssal_machine_field_warning,Abyssal Machine Field Warning,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P297_ATLAS_BASIN_PRESSURE_GATE,RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,applied_lore.p297_atlas_basin_pressure_gate,Atlas Basin Pressure Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,applied_lore.p298_factory_temple_entry_fragment,Factory Temple Entry Fragment,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P299_PAYLOAD_AUTHORITY_LAST_CHECK,RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,applied_lore.p299_payload_authority_last_check,Payload Authority Last Check,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P300_NO_CLEAN_ENDING_DOSSIER_NOTE,RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,applied_lore.p300_no_clean_ending_dossier_note,No Clean Ending Dossier Note,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P301_RESOURCE_YIELD_ROW_CONTRACT,RS061_TABLE_VALUE_HANDOFF_CONTRACTS,applied_lore.resource_yield_row_contract,Resource Yield Row Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P302_STACK_LIMIT_ROW_CONTRACT,RS061_TABLE_VALUE_HANDOFF_CONTRACTS,applied_lore.stack_limit_row_contract,Stack Limit Row Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P303_ESCAPE_RECIPE_COST_ROW_CONTRACT,RS061_TABLE_VALUE_HANDOFF_CONTRACTS,applied_lore.escape_recipe_cost_row_contract,Escape Recipe Cost Row Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P304_CONTRACT_RISK_REWARD_ROW_CONTRACT,RS061_TABLE_VALUE_HANDOFF_CONTRACTS,applied_lore.contract_risk_reward_row_contract,Contract Risk Reward Row Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P305_ENDING_PAYOUT_ROW_CONTRACT,RS061_TABLE_VALUE_HANDOFF_CONTRACTS,applied_lore.ending_payout_row_contract,Ending Payout Row Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P306_PDA_CODEX_STATE_PROOF_CARD,RS062_RUNTIME_UI_PROOF_BACKLOG,applied_lore.pda_codex_state_proof_card,PDA Codex State Proof Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P307_SCANNER_STAGE_BINDING_PROOF_CARD,RS062_RUNTIME_UI_PROOF_BACKLOG,applied_lore.scanner_stage_binding_proof_card,Scanner Stage Binding Proof Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P308_TERMINAL_SLOT_PROOF_CARD,RS062_RUNTIME_UI_PROOF_BACKLOG,applied_lore.terminal_slot_proof_card,Terminal Slot Proof Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P309_DOSSIER_ENDING_RECORD_PROOF_CARD,RS062_RUNTIME_UI_PROOF_BACKLOG,applied_lore.dossier_ending_record_proof_card,Dossier Ending Record Proof Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P310_LOCALIZED_OVERFLOW_PROOF_CARD,RS062_RUNTIME_UI_PROOF_BACKLOG,applied_lore.localized_overflow_proof_card,Localized Overflow Proof Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P311_SITE_HOME_PAGE_COMPOSITION_LOCK,RS063_PUBLICATION_COMPOSITION_PROOF_PACK,applied_lore.site_home_page_composition_lock,Site Home Page Composition Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,RS063_PUBLICATION_COMPOSITION_PROOF_PACK,applied_lore.site_aegir_system_art_composition_lock,Site Aegir System Art Composition Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,RS063_PUBLICATION_COMPOSITION_PROOF_PACK,applied_lore.site_deep_reach_evidence_composition_lock,Site Deep Reach Evidence Composition Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,RS063_PUBLICATION_COMPOSITION_PROOF_PACK,applied_lore.site_atlas_spoiler_composition_lock,Site Atlas Spoiler Composition Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P315_SOCIAL_DEV_NOTE_COPY_LOCK,RS063_PUBLICATION_COMPOSITION_PROOF_PACK,applied_lore.social_dev_note_copy_lock,Social Dev Note Copy Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,applied_lore.first_hour_placement_priority_lock,First Hour Placement Priority Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,applied_lore.mid_depth_route_placement_priority_lock,Mid Depth Route Placement Priority Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P318_ECOLOGY_SCAN_PLACEMENT_PRIORITY_LOCK,RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,applied_lore.ecology_scan_placement_priority_lock,Ecology Scan Placement Priority Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P319_FINAL_DESCENT_PLACEMENT_PRIORITY_LOCK,RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,applied_lore.final_descent_placement_priority_lock,Final Descent Placement Priority Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P320_TERMINAL_BACKLOG_TRIAGE_LOCK,RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,applied_lore.terminal_backlog_triage_lock,Terminal Backlog Triage Lock,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P321_BLACK_KEEL_CLAIM_POOL_CHARTER,RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,applied_lore.black_keel_claim_pool_charter,Black Keel Claim-Pool Charter,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P322_MASKED_DEEP_REACH_BENEFICIARY_CLAUSE,RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,applied_lore.masked_deep_reach_beneficiary_clause,Masked Deep Reach Beneficiary Clause,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P323_ORBITAL_RECOVERY_WINDOW_PROTOCOL,RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,applied_lore.orbital_recovery_window_protocol,Orbital Recovery Window Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P324_SALVAGE_CARRIER_AUTONOMY_LIMITS,RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,applied_lore.salvage_carrier_autonomy_limits,Salvage Carrier Autonomy Limits,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P325_PLAYER_LIEN_CONTRACT_START_CARD,RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,applied_lore.player_lien_contract_start_card,Player Lien Contract Start Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P326_SANITIZED_ACCIDENT_REPLY_WINDOW,RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,applied_lore.sanitized_accident_reply_window,Sanitized Accident Reply Window,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P327_LEGAL_INSURANCE_AUTOMATED_PING,RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,applied_lore.legal_insurance_automated_ping,Legal Insurance Automated Ping,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P328_RECOVERY_COMPLIANCE_COORDINATE_DEMAND,RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,applied_lore.recovery_compliance_coordinate_demand,Recovery Compliance Coordinate Demand,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P329_DEEP_REACH_FACTION_MESSAGE_SPLIT,RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,applied_lore.deep_reach_faction_message_split,Deep Reach Faction Message Split,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P330_BLACKOUT_WINDOW_SIGNAL_DECAY,RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,applied_lore.blackout_window_signal_decay,Blackout Window Signal Decay,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P331_CONDUCTIVE_BIOFILM_REPAIR_BUS,RS067_ATLAS_REPAIR_NETWORK_MECHANICS,applied_lore.conductive_biofilm_repair_bus,Conductive Biofilm Repair Bus,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P332_ACOUSTIC_FILTER_ORGAN_RELAY,RS067_ATLAS_REPAIR_NETWORK_MECHANICS,applied_lore.acoustic_filter_organ_relay,Acoustic Filter Organ Relay,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P333_SHELL_SEALANT_PRESSURE_GROWTH,RS067_ATLAS_REPAIR_NETWORK_MECHANICS,applied_lore.shell_sealant_pressure_growth,Shell Sealant Pressure Growth,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P334_SENSOR_TAGGED_FAUNA_FEEDBACK_LOOP,RS067_ATLAS_REPAIR_NETWORK_MECHANICS,applied_lore.sensor_tagged_fauna_feedback_loop,Sensor-Tagged Fauna Feedback Loop,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P335_VENT_MICRONODE_POWER_NEST,RS067_ATLAS_REPAIR_NETWORK_MECHANICS,applied_lore.vent_micronode_power_nest,Vent Micronode Power Nest,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P336_MATERIAL_EXIT_RECEIPT_AUDIT,RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,applied_lore.material_exit_receipt_audit,Material Exit Receipt Audit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P337_PARTIAL_RETURN_LIEN_EXTENSION,RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,applied_lore.partial_return_lien_extension,Partial Return Lien Extension,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P338_QUARANTINE_HOLD_INTERROGATION_RECORD,RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,applied_lore.quarantine_hold_interrogation_record,Quarantine Hold Interrogation Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P339_CORPORATE_COORDINATE_CAPTURE_RECORD,RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,applied_lore.corporate_coordinate_capture_record,Corporate Coordinate Capture Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P340_PUBLIC_LEDGER_AFTERSHOCK_RECORD,RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,applied_lore.public_ledger_aftershock_record,Public Ledger Aftershock Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P341_NEEDLEPROBE_PRECURSOR_PROGRAM,RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,applied_lore.needleprobe_precursor_program,Needleprobe Precursor Program,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P342_BEAM_SAIL_AND_PELLET_LANE,RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,applied_lore.beam_sail_and_pellet_lane,Beam Sail and Pellet Lane,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P343_SEED_SHIP_BRAKING_ARCHITECTURE,RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,applied_lore.seed_ship_braking_architecture,Seed Ship Braking Architecture,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P344_SYSTEM_CARRIER_TUG_STACK,RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,applied_lore.system_carrier_tug_stack,System Carrier Tug Stack,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P345_BLACK_KEEL_BATHYDROP_INTERFACE,RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,applied_lore.black_keel_bathydrop_interface,Black Keel Bathydrop Interface,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P346_AEGIR_PRIMARY_LIGHT_AND_RADIATION,RS070_AEGIR_MOON_SYSTEM_ATLAS,applied_lore.aegir_primary_light_and_radiation,Aegir Primary Light and Radiation,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P347_INNER_RELAY_MOON_TRAFFIC_ROLE,RS070_AEGIR_MOON_SYSTEM_ATLAS,applied_lore.inner_relay_moon_traffic_role,Inner Relay Moon Traffic Role,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P348_ICE_SCATTER_MOON_HAZARD_ROLE,RS070_AEGIR_MOON_SYSTEM_ATLAS,applied_lore.ice_scatter_moon_hazard_role,Ice Scatter Moon Hazard Role,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P349_HECTON8_MID_ORBIT_TIDE_ROLE,RS070_AEGIR_MOON_SYSTEM_ATLAS,applied_lore.hecton8_mid_orbit_tide_role,HECTON-8 Mid-Orbit Tide Role,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P350_OUTER_DEAD_BEACON_MOON_ROLE,RS070_AEGIR_MOON_SYSTEM_ATLAS,applied_lore.outer_dead_beacon_moon_role,Outer Dead Beacon Moon Role,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P351_DROWNED_CRUST_STRATA_GUIDE,RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,applied_lore.drowned_crust_strata_guide,Drowned Crust Strata Guide,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P352_BRINE_CANYON_DENSITY_LADDER_GUIDE,RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,applied_lore.brine_canyon_density_ladder_guide,Brine Canyon Density Ladder Guide,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
