packet_id,arc_id,depth_band,route_moment,prereq_packet_ids,next_packet_ids,evidence_type,truth_claim,player_decision,spoiler_tier,primary_surface
P1329_AUDIO_FRAGMENT_TAG_FIELD_ARTICLE,derived_RS276_AUDIO_FRAGMENT_TAG_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.audio_fragment_tag_field_article,,P1330_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P132_PARTIAL_EXIT_SAME_SEED_RETURN,derived_RS027_FALSE_EXIT_RETURN_PRESSURE,biome.black_keel_orbit;biome.photic_shelf,unlock.partial_exit_same_seed_return,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P1330_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE,derived_RS277_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.hydrophone_log_strip_field_article,P1329_AUDIO_FRAGMENT_TAG_FIELD_ARTICLE,P1331_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE;P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE;P1332_RECORDER_CASSETTE_TOOTH_WEAR_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1331_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE,derived_RS278_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.pressure_room_recorder_bay_field_article,P1330_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE,P1332_RECORDER_CASSETTE_TOOTH_WEAR_FIELD_ARTICLE;P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE;P1333_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1332_RECORDER_CASSETTE_TOOTH_WEAR_FIELD_ARTICLE,derived_RS279_RECORDER_CASSETTE_TOOTH_WEAR_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.recorder_cassette_tooth_wear_field_article,P1331_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE;P1330_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE,P1333_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1333_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE,derived_RS280_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.pressure_ink_wheel_dryout_field_article,P1332_RECORDER_CASSETTE_TOOTH_WEAR_FIELD_ARTICLE;P1331_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE;P1334_RECORDER_LATCH_GLASS_FRACTURE_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1334_RECORDER_LATCH_GLASS_FRACTURE_FIELD_ARTICLE,derived_RS281_RECORDER_LATCH_GLASS_FRACTURE_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.recorder_latch_glass_fracture_field_article,P1333_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE,P1335_RECORDER_SERVICE_SEAL_TEAR_DIRECTION_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1335_RECORDER_SERVICE_SEAL_TEAR_DIRECTION_FIELD_ARTICLE,derived_RS282_RECORDER_SERVICE_SEAL_TEAR_DIRECTION_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.recorder_service_seal_tear_direction_field_article,P1334_RECORDER_LATCH_GLASS_FRACTURE_FIELD_ARTICLE,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,derived_RS288_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.transcript_damage_band_offset_field_article,P1330_HYDROPHONE_LOG_STRIP_FIELD_ARTICLE;P1333_PRESSURE_INK_WHEEL_DRYOUT_FIELD_ARTICLE;P1331_PRESSURE_ROOM_RECORDER_BAY_FIELD_ARTICLE;P1335_RECORDER_SERVICE_SEAL_TEAR_DIRECTION_FIELD_ARTICLE,P1337_PACKET_NOTARY_MASK_EDGE_FIELD_ARTICLE;P712_HANDOVER_SECTION_ELEVEN;P712_TAPE_SEAL_G77;P162_DOMAIN_POPULATION_AUTHORITY_SCALE;P164_TRANSIT_DURATION_BANDS;P169_NATIVE_LOCALIZED_NAME_HANDLING;P180_WEBSITE_WIKI_SPOILER_TIERING;P183_AEGIR_MOON_LEDGER_ROLE_TABLE;P186_TRUE_CAUSE_KNOWLEDGE_TIERS;P188_SIGNOFF_WITNESS_CONFLICT;P189_SUBOFFICE_PERSONNEL_SEEDS;P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT;P201_CONTRACT_CONTINUITY_DESK_SIGNATURES;P437_DEEP_REACH_SANITIZED_PACKET_TRANSCRIPT_SEED;P442_STACK_LIMIT_VALUE_DRAFT_ROWS,derived_from_unlock_and_poi_tags,,,,external_site
P1337_PACKET_NOTARY_MASK_EDGE_FIELD_ARTICLE,derived_RS289_PACKET_NOTARY_MASK_EDGE_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.packet_notary_mask_edge_field_article,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,P1338_ROUTE_PERMISSION_STAMP_OVERLAP_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1338_ROUTE_PERMISSION_STAMP_OVERLAP_FIELD_ARTICLE,derived_RS290_ROUTE_PERMISSION_STAMP_OVERLAP_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.route_permission_stamp_overlap_field_article,P1337_PACKET_NOTARY_MASK_EDGE_FIELD_ARTICLE,P1339_MISSING_RETURN_MARK_CLAIM_CONVERSION_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1339_MISSING_RETURN_MARK_CLAIM_CONVERSION_FIELD_ARTICLE,derived_RS291_MISSING_RETURN_MARK_CLAIM_CONVERSION_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.missing_return_mark_claim_conversion_field_article,P1338_ROUTE_PERMISSION_STAMP_OVERLAP_FIELD_ARTICLE,P1340_OXYGEN_LEDGER_CUTOFF_CLAIM_HOLD_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P133_CORPORATE_CAPTURE_BAD_END,derived_RS027_FALSE_EXIT_RETURN_PRESSURE,biome.black_keel_orbit;biome.industrial_shelf,unlock.corporate_capture_bad_end,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P1340_OXYGEN_LEDGER_CUTOFF_CLAIM_HOLD_FIELD_ARTICLE,derived_RS292_OXYGEN_LEDGER_CUTOFF_CLAIM_HOLD_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.oxygen_ledger_cutoff_claim_hold_field_article,P1339_MISSING_RETURN_MARK_CLAIM_CONVERSION_FIELD_ARTICLE,P1341_SUIT_RESERVE_DELTA_MISMATCH_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1341_SUIT_RESERVE_DELTA_MISMATCH_FIELD_ARTICLE,derived_RS293_SUIT_RESERVE_DELTA_MISMATCH_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.suit_reserve_delta_mismatch_field_article,P1340_OXYGEN_LEDGER_CUTOFF_CLAIM_HOLD_FIELD_ARTICLE,P1342_SCRUBBER_CARTRIDGE_SERIAL_MISMATCH_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1342_SCRUBBER_CARTRIDGE_SERIAL_MISMATCH_FIELD_ARTICLE,derived_RS294_SCRUBBER_CARTRIDGE_SERIAL_MISMATCH_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.scrubber_cartridge_serial_mismatch_field_article,P1341_SUIT_RESERVE_DELTA_MISMATCH_FIELD_ARTICLE,P1343_COMPRESSOR_HANDOFF_BACKFILL_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1343_COMPRESSOR_HANDOFF_BACKFILL_FIELD_ARTICLE,derived_RS295_COMPRESSOR_HANDOFF_BACKFILL_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.compressor_handoff_backfill_field_article,P1342_SCRUBBER_CARTRIDGE_SERIAL_MISMATCH_FIELD_ARTICLE,P1344_SUPPORT_LOAD_CARRY_FORWARD_EXCEPTION_FIELD_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1344_SUPPORT_LOAD_CARRY_FORWARD_EXCEPTION_FIELD_ARTICLE,derived_RS296_SUPPORT_LOAD_CARRY_FORWARD_EXCEPTION_FIELD_ARTICLE,biome.drowned_colony;biome.pressure_base,unlock.support_load_carry_forward_exception_field_article,P1343_COMPRESSOR_HANDOFF_BACKFILL_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,external_site
P134_QUARANTINE_HOLD_STALE_AIR,derived_RS027_FALSE_EXIT_RETURN_PRESSURE,biome.black_keel_orbit;biome.photic_shelf,unlock.quarantine_hold_stale_air,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P135_PUBLIC_LEDGER_LEAK_ROUTE,derived_RS027_FALSE_EXIT_RETURN_PRESSURE,biome.relay_archive;biome.industrial_shelf,unlock.public_ledger_leak_route,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P136_DOSSIER_RUMOR_UNLOCKS,derived_unassigned,biome.black_keel_orbit;biome.relay_archive,unlock.dossier_rumor_unlocks,P099_MARAUDER_DOSSIER_PERSISTENCE,P178_ENDING_RECORD_PRESENTATION,derived_from_unlock_and_poi_tags,,,,
P137_RISKIER_CONTRACT_SEEDS,derived_unassigned,biome.black_keel_orbit;biome.photic_shelf,unlock.riskier_contract_seeds,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P138_FALSE_ENDING_COUNT_LADDER,derived_unassigned,biome.black_keel_orbit;biome.relay_archive,unlock.false_ending_count_ladder,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P139_STARTING_CLAIM_VARIANTS,derived_unassigned,biome.black_keel_orbit;biome.photic_shelf,unlock.starting_claim_variants,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,derived_RS220_NEARLIGHT_DRIVE_STACK_CUTAWAY_ARTICLE,biome.orbit;biome.shallow_annex,unlock.nearlight_drive_stack_cutaway,,P1427_RECEIVER_BRAKING_DEBT_LEDGER;P324_SALVAGE_CARRIER_AUTONOMY_LIMITS;P346_AEGIR_PRIMARY_LIGHT_AND_RADIATION;P347_INNER_RELAY_MOON_TRAFFIC_ROLE;P348_ICE_SCATTER_MOON_HAZARD_ROLE;P349_HECTON8_MID_ORBIT_TIDE_ROLE,derived_from_unlock_and_poi_tags,,,,external_site
P1401_PACKET_CUSTODY_UNDER_LIGHT_DELAY,derived_RS221_PACKET_CUSTODY_UNDER_LIGHT_DELAY,biome.shallow_annex;biome.cable_reef,unlock.packet_custody_under_light_delay,P1300_RAN_LONG_CLAIM_TRANSIT_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P140_DOSSIER_KNOWLEDGE_NOT_POWER,derived_unassigned,biome.black_keel_orbit;biome.relay_archive,unlock.dossier_knowledge_not_power,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P1410_CLAIM_WINDOW_RESCUE_DELAY_LEDGER,derived_RS240_CLAIM_WINDOW_RESCUE_DELAY_ARTICLE,biome.shallow_annex;biome.carrier_link,unlock.claim_window_rescue_delay_ledger,P086_AEGIR_RECLAMATION_POOL,,derived_from_unlock_and_poi_tags,,,,external_site
P1411_RETURN_RIGHTS_QUARANTINE_HANDSHAKE_LEDGER,derived_RS241_RETURN_RIGHTS_QUARANTINE_HANDSHAKE_ARTICLE,biome.shallow_annex;biome.carrier_link,unlock.return_rights_quarantine_handshake_ledger,P086_AEGIR_RECLAMATION_POOL,,derived_from_unlock_and_poi_tags,,,,external_site
P1412_ASCENT_STACK_CERTIFICATION_LEDGER,derived_RS242_ASCENT_STACK_CERTIFICATION_ARTICLE,biome.shallow_annex;biome.carrier_link,unlock.ascent_stack_certification_ledger,P086_AEGIR_RECLAMATION_POOL,,derived_from_unlock_and_poi_tags,,,,external_site
P1413_BRINE_DENSITY_ROUTE_LEDGER,derived_RS243_BRINE_DENSITY_ROUTE_READING_ARTICLE,biome.brine_stairs;biome.brine_canyon,unlock.brine_density_route_ledger,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,external_site
P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,derived_RS244_DROWNED_CONCRETE_PRESSURE_RUBBLE_ARTICLE,biome.photic_shelf;biome.industrial_shelf,unlock.drowned_concrete_pressure_rubble_ledger,P106_ILIYA_VARNEK_TIDE_MARGIN,P1416_VIEWPORT_GLASS_STRESS_FOG_LEDGER;P1417_SERVICE_DECK_ANTI_SLIP_LEDGER;P1418_LEAK_RUST_BIOFILM_LEDGER;P1420_SALT_MINERAL_DEPOSIT_LEDGER;P1424_DAMP_INSULATION_BLANKET_LEDGER;P1425_PRESSURE_SUIT_PATCH_LEDGER;P1430_WELDED_SEAM_RIVET_ROW_LEDGER,derived_from_unlock_and_poi_tags,,,,external_site
P1415_PRESSURE_HULL_RIB_GASKET_LEDGER,derived_RS245_PRESSURE_HULL_RIB_AND_GASKET_ARTICLE,biome.old_colony_ruins;biome.industrial_shelf,unlock.pressure_hull_rib_gasket_ledger,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,external_site
P1416_VIEWPORT_GLASS_STRESS_FOG_LEDGER,derived_RS246_VIEWPORT_GLASS_STRESS_AND_FOG_ARTICLE,biome.old_colony_ruins;biome.pressure_route,unlock.viewport_glass_stress_fog_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1417_SERVICE_DECK_ANTI_SLIP_LEDGER,derived_RS247_SERVICE_DECK_ANTI_SLIP_FLOOR_ARTICLE,biome.old_colony_ruins;biome.service_corridor,unlock.service_deck_anti_slip_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1418_LEAK_RUST_BIOFILM_LEDGER,derived_RS248_LEAK_RUST_BIOFILM_CHRONOLOGY_ARTICLE,biome.old_colony_ruins;biome.service_corridor,unlock.leak_rust_biofilm_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1419_CABLE_REPAIR_WRAP_LEDGER,derived_RS249_CABLE_JACKET_REPAIR_WRAP_ARTICLE,biome.old_colony_ruins;biome.service_corridor,unlock.cable_jacket_repair_wrap_ledger,P1314_CABLE_JACKET_REPAIR_WRAP_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,external_site
P141_RAN_AEGIR_DISTANCE_MODEL,derived_RS029_ROUTE_TIME_DISTANCE_MODEL,biome.black_keel_orbit;biome.relay_archive,unlock.ran_aegir_distance_model,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P1420_SALT_MINERAL_DEPOSIT_LEDGER,derived_RS250_SALT_MINERAL_DEPOSIT_CHRONICLE_ARTICLE,biome.old_colony_ruins;biome.limestone_caves,unlock.salt_mineral_deposit_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1421_SALVAGE_CUT_CROSS_SECTION_LEDGER,derived_RS251_SALVAGE_CUT_CROSS_SECTION_ARTICLE,biome.old_colony_ruins;biome.wreckage,unlock.salvage_cut_cross_section_ledger,P1315_SALVAGE_CUT_CROSS_SECTION_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,external_site
P1422_MASS_CUSTODY_TONNE_WINDOW_LEDGER,derived_RS252_MASS_CUSTODY_TONNE_WINDOW_ARTICLE,biome.carrier_link;biome.claim_admin,unlock.mass_custody_tonne_window_ledger,P086_AEGIR_RECLAMATION_POOL,P369_DEBT_BLACKLIST_CONTRACT_PRESSURE,derived_from_unlock_and_poi_tags,,,,external_site
P1423_AEGIR_SKY_WEATHER_SURVIVAL_LEDGER,derived_RS253_AEGIR_SKY_WEATHER_SURVIVAL_ARTICLE,biome.surface_weather;biome.storm_shelf,unlock.aegir_sky_weather_survival_ledger,,P6802_AEGIR_SKY_WINDOW_MACHINE,derived_from_unlock_and_poi_tags,,,,external_site
P1424_DAMP_INSULATION_BLANKET_LEDGER,derived_RS254_DAMP_INSULATION_BLANKET_ARTICLE,biome.old_colony_ruins;biome.pressure_module,unlock.damp_insulation_blanket_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1425_PRESSURE_SUIT_PATCH_LEDGER,derived_RS255_PRESSURE_SUIT_REPAIR_PATCH_ARTICLE,biome.old_colony_ruins;biome.med_bay,unlock.pressure_suit_patch_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1426_STORM_BENT_RELAY_MAST_LEDGER,derived_RS256_STORM_BENT_RELAY_MAST_ARTICLE,biome.crash_shelf;biome.surface_weather,unlock.storm_bent_relay_mast_ledger,,P626_BLACK_KEEL_WINDOW_PRICE_ARTICLE,derived_from_unlock_and_poi_tags,,,,external_site
P1427_RECEIVER_BRAKING_DEBT_LEDGER,derived_RS259_RECEIVER_BRAKING_DEBT_ARTICLE,biome.claim_admin;biome.carrier_link,unlock.receiver_braking_debt_ledger,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,external_site
P1428_EVIDENCE_BEFORE_BREATH_LEDGER,derived_RS260_EVIDENCE_BEFORE_BREATH_ARTICLE,biome.claim_admin;biome.carrier_link,unlock.evidence_before_breath_ledger,P086_AEGIR_RECLAMATION_POOL,,derived_from_unlock_and_poi_tags,,,,external_site
P1429_QUARANTINE_BERTH_CUSTODY_LEDGER,derived_RS261_QUARANTINE_BERTH_CUSTODY_ARTICLE,biome.claim_admin;biome.pressure_base_interior,unlock.quarantine_berth_custody_ledger,P086_AEGIR_RECLAMATION_POOL,,derived_from_unlock_and_poi_tags,,,,external_site
P142_PROBE_PACKET_TRAVEL_TIMES,derived_RS029_ROUTE_TIME_DISTANCE_MODEL,biome.relay_archive;biome.black_keel_orbit,unlock.probe_packet_travel_times,P102_BEAM_SAIL_PROBE_ERA,,derived_from_unlock_and_poi_tags,,,,
P1430_WELDED_SEAM_RIVET_ROW_LEDGER,derived_RS263_WELDED_SEAM_RIVET_ROW_ARTICLE,biome.old_colony_ruins;biome.pressure_base_exterior,unlock.welded_seam_rivet_row_ledger,P1414_DROWNED_CONCRETE_PRESSURE_RUBBLE_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P1431_PAINT_CHIP_SCRATCH_ABRASION_LEDGER,derived_RS4000_PAINT_CHIP_SCRATCH_ABRASION_ARTICLE,biome.old_colony_ruins;biome.pressure_base_exterior,unlock.paint_chip_scratch_abrasion_ledger,P1324_PAINT_CHIP_SCRATCH_DECAL_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,external_site
P143_HEAVY_FREIGHT_STAGING_TIME,derived_RS029_ROUTE_TIME_DISTANCE_MODEL,biome.relay_archive;biome.black_keel_orbit,unlock.heavy_freight_staging_time,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P144_HUMAN_CREW_ROTATION_TRANSIT,derived_RS029_ROUTE_TIME_DISTANCE_MODEL,biome.black_keel_orbit;biome.relay_archive,unlock.human_crew_rotation_transit,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P145_RELAY_MESSAGE_LAG,derived_RS029_ROUTE_TIME_DISTANCE_MODEL,biome.relay_archive;biome.black_keel_orbit,unlock.relay_message_lag,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P146_DEEP_REACH_PUBLIC_COMBINE,derived_RS030_DEEP_REACH_SHELL_ORG_CHART,biome.shallow_annex;biome.industrial_shelf,unlock.deep_reach_public_combine,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P147_AEGIR_CONTINUITY_HOLDINGS,derived_RS030_DEEP_REACH_SHELL_ORG_CHART,biome.black_keel_orbit;biome.industrial_shelf,unlock.aegir_continuity_holdings,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P148_ATLAS_CONTINUITY_OFFICE,derived_RS030_DEEP_REACH_SHELL_ORG_CHART,biome.industrial_shelf;biome.abyssal_machine_field,unlock.atlas_continuity_office,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P149_KEELMARK_LOSS_DESK,derived_RS030_DEEP_REACH_SHELL_ORG_CHART,biome.black_keel_orbit;biome.shallow_annex,unlock.keelmark_loss_desk,,P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,derived_from_unlock_and_poi_tags,,,,
P150_RECOVERY_COMPLIANCE_CHAIN,derived_RS030_DEEP_REACH_SHELL_ORG_CHART,biome.black_keel_orbit;biome.relay_archive,unlock.recovery_compliance_chain,P097_RECOVERY_COMPLIANCE_OFFICE,P245_DEEP_REACH_CLAUSE_WEIGHT_CARD;P205_RETURN_ACTION_QUEUE_SIGNATURES,derived_from_unlock_and_poi_tags,,,,
P151_BLACK_KEEL_CONTRACT_APPROACH,derived_RS031_FIRST_HOUR_PLAYABLE_SPINE,biome.black_keel_orbit,unlock.black_keel_contract_approach,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P152_DROP_CAPSULE_DAMAGE_SEQUENCE,derived_RS031_FIRST_HOUR_PLAYABLE_SPINE,biome.crash_shelf;biome.photic_shelf,unlock.drop_capsule_damage_sequence,P011_DOMAIN_MARKS_2190,,derived_from_unlock_and_poi_tags,,,,
P153_SHALLOW_ANNEX_P63_PUMP_ROOM,derived_RS031_FIRST_HOUR_PLAYABLE_SPINE,biome.shallow_annex;biome.photic_shelf,unlock.shallow_annex_p63_pump_room,P031_PHOTIC_SHELF_LIFE,,derived_from_unlock_and_poi_tags,,,,
P154_FIRST_SANITIZED_ACCIDENT_PACKET,derived_RS031_FIRST_HOUR_PLAYABLE_SPINE,biome.shallow_annex;biome.industrial_shelf,unlock.first_sanitized_accident_packet,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P155_FIRST_ATLAS_REPAIR_TRACE,derived_RS031_FIRST_HOUR_PLAYABLE_SPINE,biome.photic_shelf;biome.cable_reef,unlock.first_atlas_repair_trace,,P234_SENSOR_TAGGED_FAUNA,derived_from_unlock_and_poi_tags,,,,
P156_SHIFT_CREWS_NOT_HEROES,derived_RS032_COLONY_HUMAN_EVIDENCE_LAYER,biome.industrial_shelf;biome.shallow_annex,unlock.shift_crews_not_heroes,P1304_PRESSURE_COLONY_WORKDAY_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P157_WORKER_JOB_CARDS,derived_RS032_COLONY_HUMAN_EVIDENCE_LAYER,biome.shallow_annex;biome.industrial_shelf,unlock.worker_job_cards,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P158_LOCKER_NAME_PROTOCOL,derived_RS032_COLONY_HUMAN_EVIDENCE_LAYER,biome.shallow_annex;biome.industrial_shelf,unlock.locker_name_protocol,,P208_ANCHOR_WORKER_NAME_SET_A,derived_from_unlock_and_poi_tags,,,,
P159_MEDICAL_TRIAGE_LEDGER,derived_RS032_COLONY_HUMAN_EVIDENCE_LAYER,biome.industrial_shelf;biome.brine_canyon,unlock.medical_triage_ledger,P1327_TRIAGE_DELAY_LEDGER_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P160_MARAUDER_CORRECTION_LAYER,derived_RS032_COLONY_HUMAN_EVIDENCE_LAYER,biome.shallow_annex;biome.industrial_shelf,unlock.marauder_correction_layer,P1328_MARAUDER_CORRECTION_MARK_FIELD_ARTICLE;P1302_MARAUDER_SALVAGE_LAW_FIELD_ARTICLE,P289_MARAUDER_CORRECTION_NOTE_SAMPLE,derived_from_unlock_and_poi_tags,,,,
P161_DOMAIN_DISTANCE_SCALE,derived_RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,biome.relay_archive;biome.black_keel_orbit,unlock.domain_distance_scale,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P162_DOMAIN_POPULATION_AUTHORITY_SCALE,derived_RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,biome.relay_archive;biome.claim_admin,unlock.domain_population_authority_scale,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P163_PUBLIC_ROUTE_NAMES,derived_RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,biome.relay_archive;biome.black_keel_orbit,unlock.public_route_names,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P164_TRANSIT_DURATION_BANDS,derived_RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,biome.relay_archive;biome.claim_admin,unlock.transit_duration_bands,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P165_DEEP_REACH_SUBOFFICE_REGISTRY,derived_RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,biome.claim_admin;biome.relay_archive,unlock.deep_reach_suboffice_registry,,P203_QUARANTINE_REVIEW_GATE_SIGNATURES,derived_from_unlock_and_poi_tags,,,,
P166_WORKER_NAME_POOL_PROTOCOL,derived_RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,biome.industrial_shelf;biome.shallow_annex,unlock.worker_name_pool_protocol,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P167_PRESSURE_JOB_TITLE_TABLE,derived_RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,biome.industrial_shelf;biome.brine_canyon,unlock.pressure_job_title_table,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P168_LOCKER_PROP_VARIANTS,derived_RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,biome.shallow_annex;biome.industrial_shelf,unlock.locker_prop_variants,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
