record_id,source_asset_path,source_type,material_name,slot,slot_role,category,reference_state,reference_guid,resolved_texture_path,target_texture_path,generated_asset_guid,priority,target_resolution,albedo_compression,normal_compression,orm_compression,estimated_vram_mib,stub_reasons,prompt_id,issue_detail
6134f10b89ea,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MireReed.prefab,prefab,PFB_FloraProxy_MireReed,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MireReed_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1269f1181345,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MireReed.prefab,prefab,PFB_FloraProxy_MireReed,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MireReed_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
5c5703fa5e33,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MourningKelp.prefab,prefab,PFB_FloraProxy_MourningKelp,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MourningKelp_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
177b9a994414,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MourningKelp.prefab,prefab,PFB_FloraProxy_MourningKelp,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MourningKelp_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1ffb77b5e11d,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MourningKelp.prefab,prefab,PFB_FloraProxy_MourningKelp,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MourningKelp_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
eba76f9047bb,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_MourningKelp.prefab,prefab,PFB_FloraProxy_MourningKelp,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_MourningKelp_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
6cf06f513a4c,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_NerveVine.prefab,prefab,PFB_FloraProxy_NerveVine,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_NerveVine_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
cb70728544a8,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_NerveVine.prefab,prefab,PFB_FloraProxy_NerveVine,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_NerveVine_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
eccd8761a001,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_NerveVine.prefab,prefab,PFB_FloraProxy_NerveVine,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_NerveVine_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
a8b6821b199c,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_NerveVine.prefab,prefab,PFB_FloraProxy_NerveVine,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_NerveVine_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
9961d97fbf22,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_PulseLichen.prefab,prefab,PFB_FloraProxy_PulseLichen,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_PulseLichen_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
3352a54e39bf,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_PulseLichen.prefab,prefab,PFB_FloraProxy_PulseLichen,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_PulseLichen_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
72d47c78fc18,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_PulseLichen.prefab,prefab,PFB_FloraProxy_PulseLichen,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_PulseLichen_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
de3141dca698,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RedGlassCoral.prefab,prefab,PFB_FloraProxy_RedGlassCoral,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RedGlassCoral_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
668eb4918042,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RedGlassCoral.prefab,prefab,PFB_FloraProxy_RedGlassCoral,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RedGlassCoral_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
be430af641f5,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RedGlassCoral.prefab,prefab,PFB_FloraProxy_RedGlassCoral,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RedGlassCoral_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
6b047931311c,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RedGlassCoral.prefab,prefab,PFB_FloraProxy_RedGlassCoral,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RedGlassCoral_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
e2a08615dfef,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RiftRibbon.prefab,prefab,PFB_FloraProxy_RiftRibbon,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RiftRibbon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
7282b8eb6638,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RiftRibbon.prefab,prefab,PFB_FloraProxy_RiftRibbon,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RiftRibbon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
95a126c62473,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RiftRibbon.prefab,prefab,PFB_FloraProxy_RiftRibbon,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RiftRibbon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
08cc10c6fa63,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RiftRibbon.prefab,prefab,PFB_FloraProxy_RiftRibbon,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_RiftRibbon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
6811d29591e6,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RustMoss.prefab,prefab,PFB_FloraProxy_RustMoss,MaterialRef_1,TEXTURE,DECAL_SHEETS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/DECAL_SHEETS/PFB_FloraProxy_RustMoss_Albedo.png,,LOW,512,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
d0725ab100b8,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RustMoss.prefab,prefab,PFB_FloraProxy_RustMoss,MaterialRef_3,TEXTURE,DECAL_SHEETS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/DECAL_SHEETS/PFB_FloraProxy_RustMoss_Albedo.png,,LOW,512,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
97cb0c203968,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_RustMoss.prefab,prefab,PFB_FloraProxy_RustMoss,MaterialRef_5,TEXTURE,DECAL_SHEETS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/DECAL_SHEETS/PFB_FloraProxy_RustMoss_Albedo.png,,LOW,512,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
36a36b55e659,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SpineMoss.prefab,prefab,PFB_FloraProxy_SpineMoss,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SpineMoss_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
664f87cce557,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SpineMoss.prefab,prefab,PFB_FloraProxy_SpineMoss,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SpineMoss_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
62337a4df452,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SpineMoss.prefab,prefab,PFB_FloraProxy_SpineMoss,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SpineMoss_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
a384904ad92e,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SporeCannon.prefab,prefab,PFB_FloraProxy_SporeCannon,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SporeCannon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
001a7ebbbe6e,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SporeCannon.prefab,prefab,PFB_FloraProxy_SporeCannon,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SporeCannon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
34430abae08e,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SporeCannon.prefab,prefab,PFB_FloraProxy_SporeCannon,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SporeCannon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
4e93f2281a9f,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_SporeCannon.prefab,prefab,PFB_FloraProxy_SporeCannon,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,fb3e55983cf80974c9f1bffae72e551c,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_SporeCannon_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
39a212d5f212,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_StaticThicket.prefab,prefab,PFB_FloraProxy_StaticThicket,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_StaticThicket_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
084e1da93588,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_StaticThicket.prefab,prefab,PFB_FloraProxy_StaticThicket,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_StaticThicket_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
c7864dea4ba7,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_StaticThicket.prefab,prefab,PFB_FloraProxy_StaticThicket,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,23c0725dc2ef9d74085b83a954892847,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_StaticThicket_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
54fce39d5cc8,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_ThermalTubeworm.prefab,prefab,PFB_FloraProxy_ThermalTubeworm,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_ThermalTubeworm_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
43001535130c,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_ThermalTubeworm.prefab,prefab,PFB_FloraProxy_ThermalTubeworm,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_ThermalTubeworm_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
04d8345b3426,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_ThermalTubeworm.prefab,prefab,PFB_FloraProxy_ThermalTubeworm,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_ThermalTubeworm_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
e831b50a7536,Assets/_Project/Data/Flora/GeneratedProxies/Prefabs/PFB_FloraProxy_ThermalTubeworm.prefab,prefab,PFB_FloraProxy_ThermalTubeworm,MaterialRef_7,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,7b7e043aa0607834a8700746ab79cd0e,Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/PFB_FloraProxy_ThermalTubeworm_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
