release_set,packet_id,import_target,surface,owner_route,required_runtime_id,required_static_source,blocked_by,proof_needed,notes
RS113,P446,Database,Terminal UI,LoreMaster,ID_591,SourceFile.md,None,Yes,Pending
RS119,P514,Database,Terminal UI,LoreMaster,ID_592,SourceFile.md,None,Yes,Pending
RS119,P465,Database,Terminal UI,LoreMaster,ID_593,SourceFile.md,None,Yes,Pending
RS118,P521,Database,Terminal UI,LoreMaster,ID_594,SourceFile.md,None,Yes,Pending
RS119,P486,Database,Terminal UI,LoreMaster,ID_595,SourceFile.md,None,Yes,Pending
RS119,P482,Database,Terminal UI,LoreMaster,ID_596,SourceFile.md,None,Yes,Pending
RS121,P559,Database,Terminal UI,LoreMaster,ID_597,SourceFile.md,None,Yes,Pending
RS114,P521,Database,Terminal UI,LoreMaster,ID_598,SourceFile.md,None,Yes,Pending
RS116,P502,Database,Terminal UI,LoreMaster,ID_599,SourceFile.md,None,Yes,Pending
RS119,P528,Database,Terminal UI,LoreMaster,ID_600,SourceFile.md,None,Yes,Pending
RS124,P499,Database,Terminal UI,LoreMaster,ID_601,SourceFile.md,None,Yes,Pending
RS122,P461,Database,Terminal UI,LoreMaster,ID_602,SourceFile.md,None,Yes,Pending
RS122,P503,Database,Terminal UI,LoreMaster,ID_603,SourceFile.md,None,Yes,Pending
RS116,P539,Database,Terminal UI,LoreMaster,ID_604,SourceFile.md,None,Yes,Pending
RS122,P557,Database,Terminal UI,LoreMaster,ID_605,SourceFile.md,None,Yes,Pending
RS121,P536,Database,Terminal UI,LoreMaster,ID_606,SourceFile.md,None,Yes,Pending
RS115,P500,Database,Terminal UI,LoreMaster,ID_607,SourceFile.md,None,Yes,Pending
RS116,P462,Database,Terminal UI,LoreMaster,ID_608,SourceFile.md,None,Yes,Pending
RS120,P552,Database,Terminal UI,LoreMaster,ID_609,SourceFile.md,None,Yes,Pending
RS114,P453,Database,Terminal UI,LoreMaster,ID_610,SourceFile.md,None,Yes,Pending
RS119,P539,Database,Terminal UI,LoreMaster,ID_611,SourceFile.md,None,Yes,Pending
RS119,P486,Database,Terminal UI,LoreMaster,ID_612,SourceFile.md,None,Yes,Pending
RS116,P456,Database,Terminal UI,LoreMaster,ID_613,SourceFile.md,None,Yes,Pending
RS114,P463,Database,Terminal UI,LoreMaster,ID_614,SourceFile.md,None,Yes,Pending
RS120,P501,Database,Terminal UI,LoreMaster,ID_615,SourceFile.md,None,Yes,Pending
RS123,P534,Database,Terminal UI,LoreMaster,ID_616,SourceFile.md,None,Yes,Pending
RS115,P476,Database,Terminal UI,LoreMaster,ID_617,SourceFile.md,None,Yes,Pending
RS123,P448,Database,Terminal UI,LoreMaster,ID_618,SourceFile.md,None,Yes,Pending
RS114,P455,Database,Terminal UI,LoreMaster,ID_619,SourceFile.md,None,Yes,Pending
RS122,P454,Database,Terminal UI,LoreMaster,ID_620,SourceFile.md,None,Yes,Pending
RS123,P445,Database,Terminal UI,LoreMaster,ID_621,SourceFile.md,None,Yes,Pending
RS124,P541,Database,Terminal UI,LoreMaster,ID_622,SourceFile.md,None,Yes,Pending
RS118,P497,Database,Terminal UI,LoreMaster,ID_623,SourceFile.md,None,Yes,Pending
RS123,P529,Database,Terminal UI,LoreMaster,ID_624,SourceFile.md,None,Yes,Pending
RS119,P499,Database,Terminal UI,LoreMaster,ID_625,SourceFile.md,None,Yes,Pending
RS117,P516,Database,Terminal UI,LoreMaster,ID_626,SourceFile.md,None,Yes,Pending
RS123,P518,Database,Terminal UI,LoreMaster,ID_627,SourceFile.md,None,Yes,Pending
RS121,P558,Database,Terminal UI,LoreMaster,ID_628,SourceFile.md,None,Yes,Pending
RS118,P527,Database,Terminal UI,LoreMaster,ID_629,SourceFile.md,None,Yes,Pending
RS120,P556,Database,Terminal UI,LoreMaster,ID_630,SourceFile.md,None,Yes,Pending
RS114,P474,Database,Terminal UI,LoreMaster,ID_631,SourceFile.md,None,Yes,Pending
RS115,P530,Database,Terminal UI,LoreMaster,ID_632,SourceFile.md,None,Yes,Pending
RS121,P549,Database,Terminal UI,LoreMaster,ID_633,SourceFile.md,None,Yes,Pending
RS117,P479,Database,Terminal UI,LoreMaster,ID_634,SourceFile.md,None,Yes,Pending
RS124,P502,Database,Terminal UI,LoreMaster,ID_635,SourceFile.md,None,Yes,Pending
RS120,P455,Database,Terminal UI,LoreMaster,ID_636,SourceFile.md,None,Yes,Pending
RS118,P507,Database,Terminal UI,LoreMaster,ID_637,SourceFile.md,None,Yes,Pending
RS113,P523,Database,Terminal UI,LoreMaster,ID_638,SourceFile.md,None,Yes,Pending
RS117,P477,Database,Terminal UI,LoreMaster,ID_639,SourceFile.md,None,Yes,Pending
RS120,P506,Database,Terminal UI,LoreMaster,ID_640,SourceFile.md,None,Yes,Pending
RS115,P525,Database,Terminal UI,LoreMaster,ID_641,SourceFile.md,None,Yes,Pending
RS123,P456,Database,Terminal UI,LoreMaster,ID_642,SourceFile.md,None,Yes,Pending
RS119,P454,Database,Terminal UI,LoreMaster,ID_643,SourceFile.md,None,Yes,Pending
RS122,P477,Database,Terminal UI,LoreMaster,ID_644,SourceFile.md,None,Yes,Pending
RS119,P540,Database,Terminal UI,LoreMaster,ID_645,SourceFile.md,None,Yes,Pending
RS123,P473,Database,Terminal UI,LoreMaster,ID_646,SourceFile.md,None,Yes,Pending
RS117,P512,Database,Terminal UI,LoreMaster,ID_647,SourceFile.md,None,Yes,Pending
RS124,P519,Database,Terminal UI,LoreMaster,ID_648,SourceFile.md,None,Yes,Pending
RS113,P440,Database,Terminal UI,LoreMaster,ID_649,SourceFile.md,None,Yes,Pending
RS118,P461,Database,Terminal UI,LoreMaster,ID_650,SourceFile.md,None,Yes,Pending
RS118,P527,Database,Terminal UI,LoreMaster,ID_651,SourceFile.md,None,Yes,Pending
RS117,P442,Database,Terminal UI,LoreMaster,ID_652,SourceFile.md,None,Yes,Pending
RS115,P463,Database,Terminal UI,LoreMaster,ID_653,SourceFile.md,None,Yes,Pending
RS118,P530,Database,Terminal UI,LoreMaster,ID_654,SourceFile.md,None,Yes,Pending
RS116,P523,Database,Terminal UI,LoreMaster,ID_655,SourceFile.md,None,Yes,Pending
RS120,P540,Database,Terminal UI,LoreMaster,ID_656,SourceFile.md,None,Yes,Pending
RS124,P530,Database,Terminal UI,LoreMaster,ID_657,SourceFile.md,None,Yes,Pending
RS118,P553,Database,Terminal UI,LoreMaster,ID_658,SourceFile.md,None,Yes,Pending
RS117,P528,Database,Terminal UI,LoreMaster,ID_659,SourceFile.md,None,Yes,Pending
RS115,P483,Database,Terminal UI,LoreMaster,ID_660,SourceFile.md,None,Yes,Pending
RS117,P509,Database,Terminal UI,LoreMaster,ID_661,SourceFile.md,None,Yes,Pending
RS118,P513,Database,Terminal UI,LoreMaster,ID_662,SourceFile.md,None,Yes,Pending
RS120,P475,Database,Terminal UI,LoreMaster,ID_663,SourceFile.md,None,Yes,Pending
RS120,P494,Database,Terminal UI,LoreMaster,ID_664,SourceFile.md,None,Yes,Pending
RS115,P558,Database,Terminal UI,LoreMaster,ID_665,SourceFile.md,None,Yes,Pending
RS120,P514,Database,Terminal UI,LoreMaster,ID_666,SourceFile.md,None,Yes,Pending
RS115,P505,Database,Terminal UI,LoreMaster,ID_667,SourceFile.md,None,Yes,Pending
RS117,P510,Database,Terminal UI,LoreMaster,ID_668,SourceFile.md,None,Yes,Pending
RS117,P554,Database,Terminal UI,LoreMaster,ID_669,SourceFile.md,None,Yes,Pending
RS115,P555,Database,Terminal UI,LoreMaster,ID_670,SourceFile.md,None,Yes,Pending
RS117,P510,Database,Terminal UI,LoreMaster,ID_671,SourceFile.md,None,Yes,Pending
RS122,P554,Database,Terminal UI,LoreMaster,ID_672,SourceFile.md,None,Yes,Pending
RS116,P519,Database,Terminal UI,LoreMaster,ID_673,SourceFile.md,None,Yes,Pending
RS114,P510,Database,Terminal UI,LoreMaster,ID_674,SourceFile.md,None,Yes,Pending
RS120,P490,Database,Terminal UI,LoreMaster,ID_675,SourceFile.md,None,Yes,Pending
RS115,P445,Database,Terminal UI,LoreMaster,ID_676,SourceFile.md,None,Yes,Pending
RS124,P484,Database,Terminal UI,LoreMaster,ID_677,SourceFile.md,None,Yes,Pending
RS122,P483,Database,Terminal UI,LoreMaster,ID_678,SourceFile.md,None,Yes,Pending
RS118,P447,Database,Terminal UI,LoreMaster,ID_679,SourceFile.md,None,Yes,Pending
RS121,P522,Database,Terminal UI,LoreMaster,ID_680,SourceFile.md,None,Yes,Pending
RS124,P519,Database,Terminal UI,LoreMaster,ID_681,SourceFile.md,None,Yes,Pending
RS117,P457,Database,Terminal UI,LoreMaster,ID_682,SourceFile.md,None,Yes,Pending
RS119,P455,Database,Terminal UI,LoreMaster,ID_683,SourceFile.md,None,Yes,Pending
RS114,P445,Database,Terminal UI,LoreMaster,ID_684,SourceFile.md,None,Yes,Pending
RS113,P451,Database,Terminal UI,LoreMaster,ID_685,SourceFile.md,None,Yes,Pending
RS117,P536,Database,Terminal UI,LoreMaster,ID_686,SourceFile.md,None,Yes,Pending
RS123,P479,Database,Terminal UI,LoreMaster,ID_687,SourceFile.md,None,Yes,Pending
RS116,P503,Database,Terminal UI,LoreMaster,ID_688,SourceFile.md,None,Yes,Pending
RS119,P534,Database,Terminal UI,LoreMaster,ID_689,SourceFile.md,None,Yes,Pending
RS120,P471,Database,Terminal UI,LoreMaster,ID_690,SourceFile.md,None,Yes,Pending
RS118,P481,Database,Terminal UI,LoreMaster,ID_691,SourceFile.md,None,Yes,Pending
RS121,P491,Database,Terminal UI,LoreMaster,ID_692,SourceFile.md,None,Yes,Pending
RS121,P515,Database,Terminal UI,LoreMaster,ID_693,SourceFile.md,None,Yes,Pending
RS117,P558,Database,Terminal UI,LoreMaster,ID_694,SourceFile.md,None,Yes,Pending
RS120,P462,Database,Terminal UI,LoreMaster,ID_695,SourceFile.md,None,Yes,Pending
RS121,P494,Database,Terminal UI,LoreMaster,ID_696,SourceFile.md,None,Yes,Pending
RS121,P498,Database,Terminal UI,LoreMaster,ID_697,SourceFile.md,None,Yes,Pending
RS119,P461,Database,Terminal UI,LoreMaster,ID_698,SourceFile.md,None,Yes,Pending
RS116,P469,Database,Terminal UI,LoreMaster,ID_699,SourceFile.md,None,Yes,Pending
RS120,P465,Database,Terminal UI,LoreMaster,ID_700,SourceFile.md,None,Yes,Pending
RS114,P495,Database,Terminal UI,LoreMaster,ID_701,SourceFile.md,None,Yes,Pending
RS123,P546,Database,Terminal UI,LoreMaster,ID_702,SourceFile.md,None,Yes,Pending
RS124,P444,Database,Terminal UI,LoreMaster,ID_703,SourceFile.md,None,Yes,Pending
RS115,P454,Database,Terminal UI,LoreMaster,ID_704,SourceFile.md,None,Yes,Pending
RS115,P505,Database,Terminal UI,LoreMaster,ID_705,SourceFile.md,None,Yes,Pending
RS115,P474,Database,Terminal UI,LoreMaster,ID_706,SourceFile.md,None,Yes,Pending
RS113,P510,Database,Terminal UI,LoreMaster,ID_707,SourceFile.md,None,Yes,Pending
RS122,P454,Database,Terminal UI,LoreMaster,ID_708,SourceFile.md,None,Yes,Pending
RS113,P465,Database,Terminal UI,LoreMaster,ID_709,SourceFile.md,None,Yes,Pending
RS113,P519,Database,Terminal UI,LoreMaster,ID_710,SourceFile.md,None,Yes,Pending
RS115,P449,Database,Terminal UI,LoreMaster,ID_711,SourceFile.md,None,Yes,Pending
RS123,P500,Database,Terminal UI,LoreMaster,ID_712,SourceFile.md,None,Yes,Pending
RS123,P512,Database,Terminal UI,LoreMaster,ID_713,SourceFile.md,None,Yes,Pending
RS119,P490,Database,Terminal UI,LoreMaster,ID_714,SourceFile.md,None,Yes,Pending
RS118,P525,Database,Terminal UI,LoreMaster,ID_715,SourceFile.md,None,Yes,Pending
RS114,P504,Database,Terminal UI,LoreMaster,ID_716,SourceFile.md,None,Yes,Pending
RS117,P559,Database,Terminal UI,LoreMaster,ID_717,SourceFile.md,None,Yes,Pending
RS117,P523,Database,Terminal UI,LoreMaster,ID_718,SourceFile.md,None,Yes,Pending
RS116,P476,Database,Terminal UI,LoreMaster,ID_719,SourceFile.md,None,Yes,Pending
RS120,P547,Database,Terminal UI,LoreMaster,ID_720,SourceFile.md,None,Yes,Pending
RS123,P472,Database,Terminal UI,LoreMaster,ID_721,SourceFile.md,None,Yes,Pending
RS115,P510,Database,Terminal UI,LoreMaster,ID_722,SourceFile.md,None,Yes,Pending
RS116,P501,Database,Terminal UI,LoreMaster,ID_723,SourceFile.md,None,Yes,Pending
RS120,P513,Database,Terminal UI,LoreMaster,ID_724,SourceFile.md,None,Yes,Pending
RS123,P504,Database,Terminal UI,LoreMaster,ID_725,SourceFile.md,None,Yes,Pending
RS121,P554,Database,Terminal UI,LoreMaster,ID_726,SourceFile.md,None,Yes,Pending
RS119,P441,Database,Terminal UI,LoreMaster,ID_727,SourceFile.md,None,Yes,Pending
RS116,P530,Database,Terminal UI,LoreMaster,ID_728,SourceFile.md,None,Yes,Pending
RS122,P520,Database,Terminal UI,LoreMaster,ID_729,SourceFile.md,None,Yes,Pending
RS122,P515,Database,Terminal UI,LoreMaster,ID_730,SourceFile.md,None,Yes,Pending
RS119,P521,Database,Terminal UI,LoreMaster,ID_731,SourceFile.md,None,Yes,Pending
RS115,P536,Database,Terminal UI,LoreMaster,ID_732,SourceFile.md,None,Yes,Pending
RS119,P522,Database,Terminal UI,LoreMaster,ID_733,SourceFile.md,None,Yes,Pending
RS115,P512,Database,Terminal UI,LoreMaster,ID_734,SourceFile.md,None,Yes,Pending
RS121,P475,Database,Terminal UI,LoreMaster,ID_735,SourceFile.md,None,Yes,Pending
RS113,P506,Database,Terminal UI,LoreMaster,ID_736,SourceFile.md,None,Yes,Pending
RS123,P470,Database,Terminal UI,LoreMaster,ID_737,SourceFile.md,None,Yes,Pending
RS116,P508,Database,Terminal UI,LoreMaster,ID_738,SourceFile.md,None,Yes,Pending
RS121,P555,Database,Terminal UI,LoreMaster,ID_739,SourceFile.md,None,Yes,Pending
RS119,P543,Database,Terminal UI,LoreMaster,ID_740,SourceFile.md,None,Yes,Pending
RS124,P457,Database,Terminal UI,LoreMaster,ID_741,SourceFile.md,None,Yes,Pending
RS113,P474,Database,Terminal UI,LoreMaster,ID_742,SourceFile.md,None,Yes,Pending
RS113,P471,Database,Terminal UI,LoreMaster,ID_743,SourceFile.md,None,Yes,Pending
RS124,P522,Database,Terminal UI,LoreMaster,ID_744,SourceFile.md,None,Yes,Pending
RS117,P446,Database,Terminal UI,LoreMaster,ID_745,SourceFile.md,None,Yes,Pending
RS113,P537,Database,Terminal UI,LoreMaster,ID_746,SourceFile.md,None,Yes,Pending
RS124,P541,Database,Terminal UI,LoreMaster,ID_747,SourceFile.md,None,Yes,Pending
RS124,P533,Database,Terminal UI,LoreMaster,ID_748,SourceFile.md,None,Yes,Pending
RS119,P553,Database,Terminal UI,LoreMaster,ID_749,SourceFile.md,None,Yes,Pending
