Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
NGC 4791/MCG 1-33-21/ZWG 43.60/NPM1G +8.304,S0,12.9119,8.05360007,34338975.4,-17.78,6493.74561,0.542219,-0.00201408,-0.713169,-0.44428
NGC 4796/NPM1G +8.306,E0,12.9178,8.06689971,37834193.6,-17.39,2201.37354,0.56117,-0.410369,-0.499482,-0.516917
NGC 4803/MCG 2-33-36/ZWG 71.73/ZWG 43.69,E0,12.9258,8.24000049,36393180.2,-17.4,2645.94067,-0.0279574,-0.121209,-0.607647,-0.784406
NGC 4808/UGC 8054/MCG 1-33-28/ZWG 43.71,Sc,12.93,4.3036002,21351483.2,-19.35,8695.11914,0.670049,-0.142734,-0.727723,0.0328924
NGC 4866/UGC 8102/MCG 2-33-45/ZWG 71.92,Sa,12.9908,14.1713997,31303655.4,-20.48,29145.2051,0.574048,0.205764,-0.782004,-0.128842
NGC 4880/UGC 8109/MCG 2-33-47/ZWG 71.94,SBa,13.0028,12.4833001,24564631.3,-19.45,11074.3193,0.797999,-0.364256,-0.448643,0.170979
NGC 4910/NGC 4845/UGC 8078/MCG0-33-25,Sb,12.9667,1.57559994,21066348.1,-19.52,15014.1035,0.588357,0.136582,-0.754251,-0.257463
NGC 5012A/UGC 8290/MCG 4-31-14/ZWG 130.20,Irr,13.2114,22.8300011,35197448.6,-18.13,7677.21387,0.43658,0.0803731,-0.778976,-0.442871
NGC 5248/UGC 8616/MCG 2-35-15/ZWG 73.54,SBc,13.6256,8.88609998,22994849.3,-20.91,20735.2227,0.661173,-0.238272,-0.706102,-0.0865841
NGC 5300/UGC 8727/MCG 1-35-38/ZWG 45.108,SBc,13.8041999,3.95060007,25260608.2,-19.51,13962.4727,0.654803,-0.315679,-0.670227,0.149582
NGC 5363/UGC 8847/MCG 1-36-2/ZWG 46.7,Sa,13.9353,5.25390001,26060829,-20.68,15541.4521,0.632892,-0.262918,-0.726956,0.0430941
NGC 5576/UGC 9183/MCG 1-37-7/ZWG 47.20,E3,14.3508,3.27139992,25098111.9,-20.2,13870.4932,0.48104,-0.536447,-0.558657,-0.410764
IC 767/MCG 2-31-42/MK 760/ZWG 69.73,E0,12.1839,12.1042004,28525876.4,-17.48,2904.09619,0.510162,-0.283933,-0.525216,-0.619085
IC 769/UGC 7209/MCG 2-31-47/ZWG 69.83,SBc,12.2089,12.1232996,34860192.8,-19.51,12671.6953,0.460267,0.193052,-0.667229,-0.552894
IC 776/UGC 7352/MCG 2-31-88/ZWG 70.5,SBc,12.3172,8.85689968,38232770.6,-18.81,10010.4238,0.695576,0.019054,-0.698609,-0.166604
IC 782/MCG 1-32-20/ZWG 42.43/VCC 486,SBa,12.36,5.76639978,33541820.8,-17.93,5365.46484,0.553995,0.0970975,-0.666462,-0.489378
IC 794/UGC 7585/MCG 2-32-70/ZWG 70.102,E0,12.4689,12.0939007,28893793.9,-18.1,5463.57617,0.704685,-0.401357,-0.407476,-0.419876
IC 796/UGC 7623/MCG 3-32-51/ZWG 99.68,Sa,12.4906,16.4047002,25561074.3,-17.84,4831.98438,0.749969,-0.172288,-0.613554,0.177242
IC 797/UGC 7676/MCG 3-32-58/ZWG 99.77,SBc,12.5317,15.1236003,32989944.4,-18.59,6236.20313,0.723906,-0.104084,-0.660457,-0.170068
IC 800/UGC 7716/MCG 3-32-69/ZWG 99.90,SBc,12.5656,15.3544008,36178560.9,-18.69,8422.24707,0.815975,-0.312122,-0.46812,0.132773
IC 851/UGC 8219/MCG 4-31-9/ZWG 130.11,Sb,13.1428,21.0500015,39581798.7,-18.09,5754.84424,0.686797,-0.122795,-0.665655,0.264831
IC 3017,S0,12.1561,13.6186004,31487613.4,-15.79,1831.30981,0.430641,0.172585,-0.668202,-0.581609
IC 3018/ZWG 69.64/VCC 10/KUG 1206+138,S0,12.1567,13.5755994,26995953.4,-16.96,2355.59229,0.700518,-0.31616,-0.513451,0.381686
IC 3021/UGC 7149/ZWG 69.67/VCC 15,Irr,12.165,13.0497006,39183223.5,-18.17,5129.38428,0.186786,0.380188,-0.578226,-0.697297
IC 3041,S0,12.2117,12.7630996,23727618.4,-14.88,2070.4563,0.53639,0.339587,-0.672092,-0.381128
IC 3049-1/UGC 7227/ZWG 98.105/VCC 83,S0,12.2258,14.4828,37834192.7,-17.39,3302.0603,0.245606,0.342316,-0.617289,-0.664419
IC 3049-2,S0,12.2261,14.4791993,37834193.3,-17.39,2751.10376,0.79122,-0.188069,-0.580474,0.0406331
IC 3061/UGC 7255/MCG 2-31-63/ZWG 69.101,SBc,12.2511,14.028899,36117244.8,-18.39,11552.6123,0.68313,0.0382649,-0.716252,0.137302
IC 3063/UGC 7259/MCG 2-31-64/ZWG 69.102,Sa,12.2517,12.0160999,37037037,-18.04,5383.86084,0.332744,0.332475,-0.622288,-0.625699
IC 3074/UGC 7279/MCG 2-31-71/ZWG 69.111,SBc,12.2628,10.6986003,31640911.8,-17.9,10580.6963,0.651005,-0.205931,-0.643426,0.346104
IC 3077/UGC 7285/MCG 3-31-85/ZWG 98.118,Sc,12.2656,14.4327996,23730684.9,-17.08,3105.83765,0.139581,0.303727,-0.609619,-0.718771
IC 3099/UGC 7313/MCG 2-31-79/ZWG 69.126,Sc,12.2858,12.4532996,33633800,-17.83,9296.05078,0.628646,-0.261345,-0.599562,0.420747
IC 3118/UGC 7339/MCG 2-31-83/ZWG 69.135,Irr,12.3031,9.50030034,23647902.8,-17.27,5160.04395,0.731151,-0.3415,-0.51005,0.297733
IC 3131/IC 3132/MCG 1-31-46/ZWG 42.3,Sa,12.3139,7.8614005,21682609.1,-16.98,4415.01123,-0.0120056,-0.00989268,-0.604562,-0.796406
IC 3148/MCG 1-31-55/ZWG 42.16/VCC 343,SBc,12.3225,7.87059995,38478048.9,-17.73,3915.25635,-0.0126715,-0.0108031,-0.604601,-0.796354
IC 3155/MCG 1-32-3/ZWG 42.22/VCC 366,S0,12.3292,6.00639979,35902625.4,-17.58,6266.86279,0.451109,0.291348,-0.626159,-0.565281
IC 3167/ZWG 70.17/VCC 407,S0,12.3383,9.54530061,27811503,-17.42,5662.86475,0.675122,0.0394925,-0.697578,-0.236721
IC 3220/VCC 546,E0,12.3725,10.6011001,28219278.6,-16.45,4105.34717,0.0081099,-0.0585401,-0.624146,-0.779069
IC 3225/UGC 7441/MCG 1-32-28/ZWG 42.54,Irr,12.3775,6.67639973,36945058.4,-18.44,9670.10059,0.493522,0.351346,-0.634465,-0.480048
IC 3229/UGC 7448/MCG 1-32-30/ZWG 42.61,Sc,12.3811,6.67999993,25643855.1,-16.84,3728.23145,0.52683,0.336124,-0.652038,-0.429321
IC 3259/UGC 7469/MCG 1-32-40/ZWG 42.72,Irr,12.3967,7.18639977,24015820.9,-17.7,5938.80322,0.323562,0.361312,-0.579389,-0.655034
IC 3267/UGC 7474/MCG 1-32-44/ZWG 42.79,Sc,12.4014,7.04060031,21477189,-17.56,3749.69336,-0.0184715,-0.0193464,-0.598689,-0.800535
IC 3298/MCG 3-32-24/ZWG 99.40/VCC 768,SBc,12.4175,17.0152995,37834191.6,-17.69,6052.24414,0.689976,-0.189174,-0.608047,0.344129
IC 3305/UGC 7499/MCG 2-32-36/ZWG 70.59,S0,12.4206,11.8496993,34829532.7,-17.61,6079.83789,0.489877,0.355906,-0.667093,-0.43398
IC 3315/VCC 823,E0,12.4275,12.3132997,22909001.7,-16,1999.32544,0.620135,-0.359914,-0.472666,-0.512329
IC 3322/UGC 7518/MCG 1-32-57/ZWG 42.98,SBc,12.4317,7.5547002,20888521,-17.4,6987.36816,0.646642,-0.204015,-0.670016,0.302177
IC 3344/MCG 2-32-50/ZWG 70.77/VCC 917,E0,12.4422,13.5793996,23209467.5,-16.23,2363.25732,0.329376,-0.221587,-0.608146,-0.687436
IC 3358/UGC 7550/MCG 2-32-57/ZWG 70.86,E0,12.4483,11.6633006,32652684.9,-18.27,5699.65674,0.748694,-0.42129,-0.359959,-0.36387
IC 3365/UGC 7563/MCG 3-32-41/ZWG 99.57,Irr,12.4531,15.8969012,36454499.5,-18.61,9017.04688,0.591345,0.206513,-0.727312,-0.2805
IC 3369/MCG 3-32-43/ZWG 99.58/VCC 990,E0,12.4544,16.0247001,23727618.2,-16.78,2070.4563,0.801557,-0.405064,-0.327145,-0.293948
IC 3383/MCG 2-32-75/ZWG 70.105/VCC 1075,Sa,12.47,10.2974997,25361785.5,-17.02,3320.4563,0.366833,0.229656,-0.651898,-0.622673
IC 3386/VCC 1101,E0,12.4733,13.1952998,24135393.6,-15.91,2106.32813,0.668062,-0.37823,-0.445711,-0.46041
IC 3391/UGC 7595/MCG 3-32-47/ZWG 99.63,Sc,12.4742,18.4153,27529432.4,-18,4402.74707,0.533261,0.0911293,-0.716735,-0.440021
IC 3392/UGC 7602/MCG 3-32-49/ZWG 99.65,Sb,12.4786,14.9991994,27403728.5,-18.89,9167.28027,0.444678,0.332855,-0.68073,-0.477574
IC 3430/UGC 7643/ZWG 70.132/VCC 1273,S0,12.5047,9.08439985,27489575.6,-16.9,3998.03784,0.704392,-0.0519249,-0.707078,-0.0342972
IC 3437/ZWG 70.138/VCC 1308,E0,12.5125,11.3428006,28758891,-17.09,3765.02319,0.405545,-0.276336,-0.572912,-0.656463
IC 3443/MCG 2-32-112/ZWG 70.143/VCC 1348,S0,12.5208,12.3322005,35473385.8,-16.95,2063.40454,-0.0313792,-0.0293178,-0.634487,-0.77174
IC 3446/ZWG 70.142/VCC 1356,Irr,12.5231,11.4924996,21529311.2,-16.37,1878.83252,0.211909,0.431285,-0.546484,-0.685889
IC 3453/UGC 7666/MCG 3-32-57/MK 1328,Irr,12.5269,14.8594,39305862.8,-17.57,5718.05225,0.627042,-0.200866,-0.632943,0.407252
IC 3462/VCC 1417,E0,12.5358,15.3011003,22093450.8,-15.62,1927.88818,0.301778,-0.214064,-0.627971,-0.68466
IC 3474/UGC 7687/MCG 1-32-91/ZWG 42.145,Sc,12.5433,2.66250013,28292861.8,-17.46,9053.83887,0.499965,0.423337,-0.598891,-0.460598
IC 3475/UGC 7692/MCG 2-32-123/DDO 132,E0,12.5444,12.7694006,39673777.9,-18.89,9814.20117,0.573449,-0.347812,-0.508948,-0.539588
IC 3478/UGC 7696/MCG 2-32-126/ZWG 70.158,S0,12.5456,14.1961005,30000612.9,-17.99,4798.2583,0.716191,-0.229253,-0.582161,-0.309197
IC 3486/MCG 2-32-131/ZWG 70.164/VCC 1491,E0,12.5539,12.8572003,25769561.1,-16.76,2998.52832,0.297794,-0.223868,-0.613396,-0.696382
IC 3499/UGC 7712/MCG 2-32-138/ZWG 70.169,Sa,12.5625,10.9955997,21188987.5,-17.43,4313.8335,0.702492,-0.0729362,-0.705348,0.0605742
IC 3562/ZWG 70.185/VCC 1654,Irr,12.6028,9.9227997,32468727.2,-17.26,3777.28711,0.457986,0.331463,-0.66422,-0.489073
IC 3586/MCG 2-32-157/ZWG 70.193/VCC 1695,E0,12.615,12.5202998,21274833.8,-17.04,3403.23755,0.591665,-0.364038,-0.499372,-0.517722
IC 3591/UGC 7790/MCG 1-32-115/ZWG 42.179,Irr,12.6172,6.92610024,26857983.2,-18.04,4687.8833,0.488782,0.216003,-0.677688,-0.505147
IC 3617/UGC 7822/MCG 1-32-127/DDO 140,Irr,12.6569,7.96639965,32867305.3,-18.18,6693.03418,0.558014,0.139986,-0.711089,-0.404198
IC 3633/ZWG 70.208/VCC 1826/NPM1G +10.311,E0,12.6697,9.89670057,27811503.1,-16.82,2022.62695,0.752755,-0.451082,-0.352991,-0.324472
IC 3637/ZWG 99.107/VCC 1836,S0,12.6719,14.7149999,27403728.7,-17.39,8768.70215,0.305003,0.391485,-0.628029,-0.599411
IC 3693/ZWG 71.5/VCC 1948,E0,12.7161,10.6814006,22909000.8,-16.6,1999.32544,0.551128,-0.369086,-0.514031,-0.54388
IC 3719/ZWG 43.16/VCC 2007,S0,12.7464,8.10669994,25361786.1,-16.62,1475.34949,0.637766,0.0171692,-0.729703,-0.245956
IC 3727-1/UGC 7927/MCG 2-33-9/ZWG 71.28,Sc,12.7514,10.9006005,34829530.8,-18.31,5064.99854,0.804769,-0.372308,-0.441228,0.138028
IC 3727-2,E0,12.7511,10.8999995,34829532.2,-16.71,1012.99976,-0.0613952,-0.0765354,-0.622623,-0.776346
IC 3732/VCC 2015,E0,12.7531,10.3242002,34737552.4,-16.4,1516.43359,0.279364,-0.250687,-0.604834,-0.702344
IC 3740/ZWG 129.24/NPM1G +21.335/KUG 1243+210,S0,12.7583,20.8163999,36209221.7,-17.39,4215.72217,0.20755,0.40898,-0.634638,-0.622006
IC 3881,E0,12.915,19.1178007,24086337.3,-15.91,700.576416,-0.0812498,-0.0876218,-0.6751,-0.727984
NGC 4191/UGC 7233/MCG 1-31-26/ZWG 41.49,S0,12.2306,7.20080026,40624233.7,-19.34,7091.61133,0.236081,0.343289,-0.560488,-0.715732
NGC 4224/UGC 7292/MCG 1-31-34/ZWG 41.60,Sa,12.2758,7.46220001,40164335.2,-20.12,14609.3945,0.566942,0.246417,-0.672833,-0.406389
NGC 4247/MCG 1-31-42/ZWG 41.71/VCC 265,SBb,12.2992,7.2744001,57088546.2,-18.58,6643.97852,0.441596,0.00505624,-0.63576,-0.633069
NGC 4264/UGC 7364/MCG 1-32-1/ZWG 42.20,SBa,12.3264,5.84689996,40838853.1,-19.16,5347.06885,0.770979,-0.269743,-0.555098,-0.157152
NGC 4269/UGC 7372/MCG 1-32-5/ZWG 42.24,Sa,12.3303,6.01529967,39489822.5,-19.18,7468.72705,0.770817,-0.262812,-0.580193,0.0121007
NGC 4276/UGC 7385/MCG 1-32-10/ZWG 42.32,SBc,12.3353,7.69139972,40317636.4,-19.63,9381.89844,0.134006,0.198548,-0.591388,-0.769988
NGC 4289/UGC 7403/MCG 1-32-15/ZWG 42.38,Sc,12.3506,3.72279975,39367183.1,-18.67,22332.5977,0.354559,0.573219,-0.428777,-0.601547
NGC 4297/MCG 1-32-18/VCC 473,S0,12.3575,6.67139997,54727741,-18.09,3979.64185,0.701456,-0.333875,-0.554641,0.298094
NGC 4302/UGC 7418/MCG 3-32-9/ZWG 99.27,Sc,12.3617,14.5983,48994359.6,-20.85,37772.8711,0.61446,-0.276966,-0.574721,0.46414
NGC 4378/UGC 7497/MCG 1-32-52/ZWG 42.92,Sa,12.4217,4.92530017,39459159.3,-20.38,16648.2715,0.831322,-0.47348,-0.284501,0.0614778
NGC 4637/UGC 7881/MCG 2-32-188/ZWG 71.7,S0,12.715,11.4381003,59418689.6,-19.07,10372.21,0.654431,0.040817,-0.741324,-0.143152
NGC 4779/UGC 8022/MCG 2-33-34/MK 781,SBc,12.8972,9.70920041,42954376.2,-20.16,13122.3936,0.521328,-0.105042,-0.68317,-0.500461
NGC 4795/UGC 8037/MCG 1-33-24/ZWG 43.64,SBa,12.9172001,8.06610007,42279861,-20.03,14140.2988,0.709934,-0.20554,-0.661512,-0.12708
NGC 4799/UGC 8043/MCG 1-33-25/ZWG 43.66,Sc,12.9208,2.89670011,42770417.4,-18.86,8088.05518,0.624802,-0.00994892,-0.739043,-0.251672
IC 3258/UGC 7470/MCG 2-32-21/ZWG 70.42,Irr,12.3956,12.4785997,55800832.7,-20.13,12984.4248,0.741663,-0.186035,-0.599227,-0.237181
IC 3492/MCG 2-32-132/VCC 1499/ARAK 376,S0,12.5553,12.8539,59418691.4,-19.07,6049.17822,0.506928,0.181448,-0.707054,-0.458448
IC 3611/UGC 7817/MCG 2-32-164/ZWG 70.202,S0,12.6511,13.3642002,41758644.8,-19.1,8501.96191,0.752233,-0.19202,-0.626233,0.0714614
IC 3631/UGC 7825/MCG 2-32-169/ZWG 70.204,Sa,12.6631,12.9744001,42586459.8,-19.05,4954.62354,0.64761,-0.00956037,-0.712932,-0.26877
IC 3806/UGC 7974/MCG 3-33-6/ZWG 100.8,Sa,12.8152999,14.9071991,47584009.5,-18.69,9685.43066,0.663938,-0.287393,-0.550718,0.416296
NGC 5325/NGC 5325A/MCG 7-28-80/ZWG 218.62,Sc,13.8483,38.2747013,46173657.3,-17.32,6043.04639,0.535497,-0.0501192,-0.802899,-0.257068
NGC 5378/UGC 8869/MCG 6-31-27/ZWG 191.20,SBa,13.9471999,37.7972006,43874172.5,-19.81,17230.8066,0.512005,0.00705036,-0.827631,-0.229842
NGC 5380/UGC 8870/MCG 6-31-28/ZWG 191.21,S0,13.9489,37.6103,46081678.2,-20.12,11396.2471,-0.192668,-0.130516,-0.764787,-0.600788
NGC 5394/UGC 8898/MCG 6-31-33/ZWG 191.24,SBb,13.9758,37.4535999,49484914.4,-19.77,13674.2705,-0.0770872,0.26154,-0.7151,-0.643651
NGC 5396/NGC 5375/UGC 8865/MCG 5-33-27,SBb,13.9486,29.1641994,35626687.2,-19.96,17102.0352,-0.0830495,0.119746,-0.707814,-0.691204
NGC 5399/UGC 8912/MCG 6-31-39/ZWG 191.27,Sc,13.9918999,34.7732999,52734854.2,-18.81,9207.1377,0.424074,0.317381,-0.845921,-0.0620413
NGC 5403/UGC 8919/MCG 6-31-41/ZWG 191.29,SBb,13.9972,38.1818995,40041697.8,-18.51,18058.6211,0.549464,0.129347,-0.740418,0.364884
NGC 5421A/UGC 8941/MCG 6-31-45/MK 665,SBa,14.0281,33.8266998,45069903.9,-19.07,9179.54395,0.757251,-0.131615,-0.577141,0.275965
NGC 5444/UGC 8974/MCG 6-31-54/ZWG 191.41,E0,14.0567,35.1324997,49883493.7,-20.79,18138.3379,0.510315,-0.303345,-0.709627,-0.37946
NGC 5544/UGC 9142/MCG 6-31-90/ZWG 191.73,SBa,14.2839,36.5710985,44548688,-19.04,7128.40332,0.297932,-0.0543273,-0.85485,-0.421327
NGC 5545/UGC 9143/MCG 6-31-91/VV 210,Sc,14.2844,36.5747006,44487367.1,-17.44,6472.28369,0.270211,0.374876,-0.835591,-0.297055
NGC 5557/UGC 9161/MCG 6-31-93/ZWG 191.74,E1,14.3069,36.493599,39704440.3,-21.09,13858.2295,0.589796,-0.3091,-0.682902,-0.300406
NGC 5579/UGC 9180/MCG 6-32-2/ZWG 191.80,Sc,14.3405999,35.1891997,51723081.4,-19.17,14293.5986,0.746341,-0.11829,-0.593343,0.277358
NGC 5589/NGC 5588/UGC 9197/MCG 6-32-5,SBa,14.3566999,35.2706008,48810400.6,-19.24,7809.05078,-0.22887,-0.167388,-0.741464,-0.608137
NGC 5590/NGC 5580/UGC 9200/MCG 6-32-6,S0,14.3606,35.2049992,46786853.5,-20.05,12245.5234,-0.229135,-0.167765,-0.74102,-0.608475
NGC 5596/UGC 9208/MCG 6-32-10/MK 470,S0,14.3744001,37.1227993,45652441.1,-18.7,7303.16406,0.508564,0.0315677,-0.849413,-0.137342
NGC 5623/UGC 9260/MCG 6-32-35/ZWG 192.21,E0,14.4522,33.2530998,49699532.9,-19.98,11567.9424,-0.104352,-0.241192,-0.762641,-0.59103
NGC 5630/UGC 9270/MCG 7-30-14/ZWG 220.18,Irr,14.46,41.2581001,33848417.5,-19.05,10829.041,0.408616,0.289278,-0.865629,-0.00608938
NGC 5639/NGC 5639A/UGC 9290/MCG 5-34-51,Sc,14.4794,30.4124995,48411823.4,-19.02,9860.19141,0.480703,0.0320375,-0.86403,-0.146118
NGC 5653/IC 1026/UGC 9318/MCG 5-34-58,Sb,14.5028,31.2153007,45713760.7,-20.4,11301.2021,0.617219,-0.089603,-0.781671,-0.00163258
NGC 5657/UGC 9335/MCG 5-34-60/MK 814,SBb,14.5119,29.1806006,55923472.3,-19.54,14643.1201,0.605039,-0.063917,-0.699397,0.375081
NGC 5672/IC 1030/UGC 9354/MCG 5-34-68,Sb,14.5439,31.6702988,51201864.1,-19.35,5957.19873,0.216653,0.154195,-0.852625,-0.449795
NGC 5703/NGC 5709/UGC 9435/MCG 5-35-3,SBa,14.6471999,30.442499,53102772.7,-19.12,12352.833,0.41082,0.226936,-0.882712,0.0233719
NGC 5704/NGC 5708/UGC 9430/MCG 7-30-44,Irr,14.6378,40.4578004,39029923.8,-19.06,9081.43262,0.607712,0.00462108,-0.617145,0.499796
NGC 5730/UGC 9456/MCG 7-30-46/ZWG 220.44,Irr,14.6644,42.742501,36515819.9,-18.21,9556.65918,0.318528,0.390035,-0.862729,-0.0459461
NGC 5731/IC 1045/UGC 9460/MCG 7-30-47,Sc,14.6692001,42.7791998,36117242.1,-18.69,8406.91699,0.424963,0.285749,-0.846163,0.147521
IC 4509/UGC 9536/MCG 5-35-16/ZWG 164.29,Sb,14.8075,31.7914,41666666.8,-18.3,5451.31201,0.184509,0.404122,-0.799996,-0.403295
NGC 5172/UGC 8477/MCG 3-34-41/ZWG 101.57,SBc,13.4886,17.0516995,58897472.4,-21.25,29123.7422,0.600627,-0.00828421,-0.789826,-0.123913
NGC 5190/UGC 8500/MCG 3-34-43/ZWG 101.60,SBb,13.5105999,18.1343994,60215845.2,-20.1,8759.50488,0.777444,-0.29339,-0.531223,0.165244
IC 856/ZWG 130.15,S0,13.1781,20.5369009,59173411.7,-18.66,8606.20508,0.453963,0.389618,-0.75686,-0.26321
IC 860/MCG 4-31-15/ZWG 130.23,S0,13.2508,24.6182997,56475348.1,-18.36,6570.39502,0.14153,0.301697,-0.694417,-0.637756
IC 911/UGC 8665/MCG 4-32-27/ZWG 131.26,S0,13.6903001,23.2481009,62239391.7,-19.07,3620.92236,-0.145402,-0.13165,-0.690568,-0.696163
IC 912/MCG 4-32-28,S0,13.6914,23.2453002,49423596,-19.07,5031.27295,0.543953,-0.0234422,-0.799991,-0.252148
IC 960-1/UGC 8849/MCG 3-36-3/ZWG 103.13,Sb,13.9331,17.4993998,54206525.4,-19.07,11037.5273,0.206933,0.258592,-0.709483,-0.622047
IC 987/MCG 3-36-78/ZWG 103.112/KUG 1409+194,S0,14.1919,19.1718998,57180526.5,-18.59,10810.6455,0.462083,0.0847312,-0.856874,-0.212291
IC 4215/UGC 8336/MCG 4-31-17/ZWG 130.24,Sb,13.2711,25.4046996,55279617.5,-18.71,12058.499,0.367348,0.466417,-0.728717,-0.341294
NGC 5491A/UGC 9072/MCG 1-36-22/ZWG 46.63,Sb,14.1825,6.36499975,39275202,-19.07,7996.07568,0.455319,-0.0404128,-0.81415,-0.358064
NGC 5492/UGC 9065/MCG 3-36-74/ZWG 103.106,Sb,14.1763999,19.6119001,34216335.3,-18.97,7959.28369,0.527473,-0.0363559,-0.783938,0.32541
NGC 5560/UGC 9172/MCG 1-37-1/ZWG 47.10,SBb,14.3343999,3.99280003,26995953.6,-18.96,14134.167,0.481354,-0.0237251,-0.875935,0.0217546
NGC 5569/UGC 9176/MCG 1-37-3/ZWG 47.13,SBc,14.3422,3.98309983,27581555.8,-17.8,6818.73926,0.382346,-0.327433,-0.702194,-0.503511
NGC 5587/UGC 9202/MCG 2-37-5/ZWG 75.20,Sa,14.3694,13.9174998,34645572.2,-18.9,13094.7998,0.521258,-0.140226,-0.753486,0.375347
NGC 5600/UGC 9220/MCG 3-37-13/ZWG 104.15,Sc,14.3969001,14.6385997,34798871.9,-20.01,7085.47949,-0.189912,-0.211889,-0.622344,-0.729194
NGC 5636/UGC 9304/MCG 1-37-17/ZWG 47.62,SBa,14.4942,3.26670002,27035810.8,-18.06,7471.79297,0.244078,-0.0583333,-0.721314,-0.645546
NGC 5638/UGC 9308/MCG 1-37-18/ZWG 47.63,E1,14.4943999,3.23330001,25711307.7,-19.85,10096.2715,0.731218,-0.548347,-0.403932,-0.038399
NGC 5661/UGC 9346/MCG 1-37-23/ZWG 47.81,SBb,14.5324999,6.25060014,35350747.7,-18.54,7714.00537,0.222518,0.211545,-0.673393,-0.672515
NGC 5665/UGC 9352/MCG 1-37-24/ZWG 47.84,SBc,14.5403001,8.07920014,33388521.4,-19.92,10197.4492,0.589867,-0.251154,-0.752218,0.152142
NGC 5665A,E0,14.5408,8.07860066,29847313.3,-16.37,868.285522,-0.197943,-0.259699,-0.573035,-0.751668
NGC 5666/UGC 9360/MCG 2-37-23/ZWG 75.66,S0,14.5524999,10.5108005,33419180.6,-18.92,4375.15332,0.701065,-0.370087,-0.596146,0.127097
NGC 5740/UGC 9493/MCG0-38-3/ZWG 20.8,SBb,14.7399999,1.68000002,30500368.3,-19.82,12420.2842,0.532777,-0.294122,-0.740483,0.285176
NGC 5746/UGC 9499/MCG0-38-5/ZWG 20.12,SBb,14.7486001,1.95609992,31916850.6,-21.22,34338.9766,0.370901,-0.181898,-0.798625,0.437657
NGC 5813/UGC 9655/MCG0-38-16/ZWG 20.45,E1,15.0197,1.70189998,29663355,-20.86,17258.4004,0.677938,-0.567863,-0.465679,-0.032772
NGC 5846A/MCG0-38-26,S0,15.1081001,1.59439995,33265881.8,-18.81,2420.28442,0.227449,-0.0352203,-0.752854,-0.616634
NGC 5850/UGC 9715/MCG0-39-2/ZWG 21.6,SBb,15.1186001,1.54419994,37466274.7,-21.27,24518.6406,0.582925,-0.414469,-0.697112,0.0494755
IC 1022/UGC 9311/ZWG 47.66,Sb,14.5002999,3.77280009,26640299.3,-16.93,4261.71191,0.500298,-0.228275,-0.767526,0.329388
IC 1048/UGC 9483/MCG 1-37-51/ZWG 48.4,S0,14.7157999,4.8907998,30843757.7,-18.65,9869.38965,0.462098,-0.198538,-0.784058,0.363732
NGC 5020/UGC 8289/MCG 2-34-3/ZWG 72.24,SBc,13.2108,12.5996997,49944813.1,-20.59,22525.7539,0.569483,-0.17197,-0.697232,-0.399978
NGC 5106-2/NGC 5100-2,S0,13.3497,8.97890003,59418690,-19.07,6913.78467,0.280565,0.279075,-0.644443,-0.654289
NGC 5129/UGC 8423/MCG 2-34-12/ZWG 72.65,E0,13.4028,13.9767,50220750.6,-20.5,12417.2188,-0.0407493,-0.17674,-0.64738,-0.740271
IC 966/UGC 8884/MCG 1-36-6/ZWG 46.21,S0,13.9706,5.4075001,58406916.8,-19.23,6794.21143,0.731001,-0.41914,-0.51616,0.153419
IC 967/MCG 3-36-15/ZWG 103.31/KUG 1355+147,S0,13.9728,14.4575,52274958.1,-18.69,6082.9043,0.201602,0.249768,-0.687149,-0.651766
IC 970/UGC 8949/MCG 3-36-28/ZWG 103.49,SBa,14.0428001,14.5525007,57487122.1,-19,8360.92676,0.364049,0.264233,-0.788054,-0.420261
NGC 4048/UGC 7023/MCG 3-31-20/ZWG 98.30,S0,12.0472,18.0156011,70180278.2,-19.33,6122.76172,0.708862,-0.0794579,-0.617563,-0.331386
NGC 4613/MCG 4-30-11/MK 780/ZWG 129.16,S0,12.6914,26.0882999,67788817.1,-18.06,4930.0957,-0.056356,-0.0379276,-0.720906,-0.689695
NGC 4615/UGC 7852/MCG 4-30-13/ZWG 129.18,Sc,12.6936,26.072799,68340692.3,-20.37,15903.2373,0.714806,0.00469296,-0.691498,0.104218
IC 3036/UGC 7200/ZWG 69.77/VCC 48,Irr,12.2042,12.4885992,77017417.7,-20.13,17923.7188,0.817196,-0.403887,-0.335246,0.238067
IC 3142-2/MCG 2-31-90,SBa,12.3181,13.9806003,74809906.6,-19.07,7615.89404,0.778097,-0.181296,-0.599103,0.0526481
NGC 4040/UGC 7013/MCG 3-31-18/ZWG 98.28,E0,12.0347,17.8239005,93941623.9,-20.06,25959.6523,0.867829,-0.394494,-0.205927,-0.220999
NGC 4082/MCG 2-31-26/ZWG 69.46,S0,12.0864,10.6707997,94984057.2,-19.09,12432.5488,0.624287,0.243611,-0.685162,-0.285432
NGC 4126/UGC 7123/MCG 3-31-47/ZWG 98.65,S0,12.1436,16.1430999,91734121.3,-20.31,14673.7793,0.160061,0.351153,-0.60791,-0.693915
IC 771/MCG 2-31-67/ZWG 69.105/VCC 142,SBc,12.2536,13.1843992,84651708,-19.94,7389.01172,0.179513,0.372321,-0.581202,-0.700969
