"evidence_class","source_kind","source_asset","source_line","profile_asset","profile_id","profile_label","section","cue_id","role_code","role_label","tension","weight","volume","clip_guid","ledger_path","ledger_cue_id","duration_sec","load_type","compression","quality","config_field","referenced_guid","referenced_asset_path","referenced_profile_id","direct_ref_context","notes"
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","43","MusicProfile_Cave","music.profile.cave","Cave","CalmLongTracks","music.cave_ambient_4_sub_bass_pressure","0","ExplorationLong","0.42","1","1","cdef1f05e4d7c4249b1827fe762791ed","Assets/_Project/Audio/Music for Game/cave_ambient_4_Sub-bass Pressure.ogg","CAVE_AMBIENT_4_SUB_BASS_PRESSURE","304.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","49","MusicProfile_Cave","music.profile.cave","Cave","CalmLongTracks","music.cave_ambient_6_vinyl_underwater_ruins","0","ExplorationLong","0.42","3","0.741","5a48601cb08017f4fa518a9aadb101e4","Assets/_Project/Audio/Music for Game/cave_ambient_6_Vinyl Underwater Ruins.ogg","CAVE_AMBIENT_6_VINYL_UNDERWATER_RUINS","260.08","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","55","MusicProfile_Cave","music.profile.cave","Cave","CalmLongTracks","music.cave_ambient_8_cavern_click_scrape","0","ExplorationLong","0.42","2","0.851","106e7be27a028e649a5c5281ebbb8fdf","Assets/_Project/Audio/Music for Game/cave_ambient_8_Cavern Click-Scrape.ogg","CAVE_AMBIENT_8_CAVERN_CLICK_SCRAPE","202.04","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","62","MusicProfile_Cave","music.profile.cave","Cave","TenseLongTracks","music.cave_ambient_10_volcanic_steam_ritual","0","ExplorationLong","0.66","3","0.902","c069b52ff68a85b45bbfb7068ae19e8a","Assets/_Project/Audio/Music for Game/cave_ambient_10_Volcanic Steam Ritual.ogg","CAVE_AMBIENT_10_VOLCANIC_STEAM_RITUAL","154.92","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","68","MusicProfile_Cave","music.profile.cave","Cave","TenseLongTracks","music.cave_ambient_3_sub_bass_pressure","0","ExplorationLong","0.66","3","0.7","7b92e59587ad31f4b93b6d3850e5546b","Assets/_Project/Audio/Music for Game/cave_ambient_3_Sub-bass Pressure.ogg","CAVE_AMBIENT_3_SUB_BASS_PRESSURE","90.36","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","74","MusicProfile_Cave","music.profile.cave","Cave","TenseLongTracks","music.cave_ambient_5_cavern_click_scrape","0","ExplorationLong","0.66","2","0.989","32e21a4abca161342bb21ac95b4cb88a","Assets/_Project/Audio/Music for Game/cave_ambient_5_Cavern Click-Scrape.ogg","CAVE_AMBIENT_5_CAVERN_CLICK_SCRAPE","171.64","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","80","MusicProfile_Cave","music.profile.cave","Cave","TenseLongTracks","music.cave_ambient_7_vinyl_underwater_ruins_1","0","ExplorationLong","0.66","2","0.841","81d4ad154384a634eb7d2c3311e4bc3f","Assets/_Project/Audio/Music for Game/cave_ambient_7_Vinyl Underwater Ruins (1).ogg","CAVE_AMBIENT_7_VINYL_UNDERWATER_RUINS_1","254.4","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","86","MusicProfile_Cave","music.profile.cave","Cave","TenseLongTracks","music.cave_ambient_9_volcanic_hiss_anthem","0","ExplorationLong","0.66","3","0.891","75d65fd413ccd124eaa0d4af54748974","Assets/_Project/Audio/Music for Game/cave_ambient_9_Volcanic Hiss Anthem.ogg","CAVE_AMBIENT_9_VOLCANIC_HISS_ANTHEM","199.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","95","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_discovery_1_the_sunken_gate","4","DiscoveryStinger","0.5","1","0.917","81b174c662ccc04439985601bf432933","Assets/_Project/Audio/Music for Game/stinger_discovery_1_The_Sunken_Gate.ogg","STINGER_DISCOVERY_1_THE_SUNKEN_GATE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","101","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_discovery_2_the_sunken_archive","4","DiscoveryStinger","0.5","1","0.917","1d02a115923b51a4f8f672755ccae79b","Assets/_Project/Audio/Music for Game/stinger_discovery_2_The_Sunken_Archive.ogg","STINGER_DISCOVERY_2_THE_SUNKEN_ARCHIVE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","107","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_discovery_3_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","db4ef760f2874e34e8ec3f9d07362a90","Assets/_Project/Audio/Music for Game/stinger_discovery_3_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_3_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","113","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_discovery_4_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","3c54a92fe3f41814e93d1ade62f7d32a","Assets/_Project/Audio/Music for Game/stinger_discovery_4_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_4_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","119","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_discovery_5_the_sunken_relic","4","DiscoveryStinger","0.5","1","0.917","7d69df16d9f2cc2479fa609a64af98f7","Assets/_Project/Audio/Music for Game/stinger_discovery_5_The_Sunken_Relic.ogg","STINGER_DISCOVERY_5_THE_SUNKEN_RELIC","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","125","MusicProfile_Cave","music.profile.cave","Cave","DiscoveryStingers","music.stinger_hallucination_1_beneath_the_tide","4","DiscoveryStinger","0.5","1","0.917","768a73eccd87c184caf6f887803a490c","Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg","STINGER_HALLUCINATION_1_BENEATH_THE_TIDE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","132","MusicProfile_Cave","music.profile.cave","Cave","DangerStingers","music.stinger_dangerous_1_iron_teeth","5","DangerStinger","0.95","1","0.917","ef4fb939718b1124daf5bbdcf98c8ed8","Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg","STINGER_DANGEROUS_1_IRON_TEETH","30.093","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","138","MusicProfile_Cave","music.profile.cave","Cave","DangerStingers","music.stinger_dangerous_2heartbeat_under_floorboards","5","DangerStinger","0.95","1","0.917","c8be0393845ff744a86f64139d6ad1ee","Assets/_Project/Audio/Music for Game/stinger_dangerous_2Heartbeat_Under_Floorboards.ogg","STINGER_DANGEROUS_2HEARTBEAT_UNDER_FLOORBOARDS","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","145","MusicProfile_Cave","music.profile.cave","Cave","RecoveryStingers","music.stinger_being_saved_1release_at_depth","6","RecoveryStinger","0.22","1","0.917","2cee222960dc8d54098777e03cbd6adc","Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg","STINGER_BEING_SAVED_1RELEASE_AT_DEPTH","26.88","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","151","MusicProfile_Cave","music.profile.cave","Cave","RecoveryStingers","music.stinger_being_saved_2_pressure_gives_way","6","RecoveryStinger","0.22","1","0.917","80df90f723d55ac43a0246898788db4b","Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg","STINGER_BEING_SAVED_2_PRESSURE_GIVES_WAY","26.436","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","157","MusicProfile_Cave","music.profile.cave","Cave","RecoveryStingers","music.stinger_being_saved_3_first_breath_above","6","RecoveryStinger","0.22","1","0.917","170a7c1910c0b0b45a511f62e93d2f83","Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg","STINGER_BEING_SAVED_3_FIRST_BREATH_ABOVE","26.567","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","32","MusicProfile_Combat","music.profile.combat","Combat","TenseLongTracks","music.being_attacked_1_metallic_alarm_panic","2","CombatLong","0.92","1","0.939","054f500f297e56549a8c78ff8ef2f168","Assets/_Project/Audio/Music for Game/being_attacked_1_Metallic Alarm Panic.ogg","BEING_ATTACKED_1_METALLIC_ALARM_PANIC","179.44","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","38","MusicProfile_Combat","music.profile.combat","Combat","TenseLongTracks","music.being_attacked_2_metallic_alarm_panic_1","2","CombatLong","0.92","1","1","e8e5f71b9a4bf1a4e817f21006fac253","Assets/_Project/Audio/Music for Game/being_attacked_2_Metallic Alarm Panic (1).ogg","BEING_ATTACKED_2_METALLIC_ALARM_PANIC_1","184.64","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","44","MusicProfile_Combat","music.profile.combat","Combat","TenseLongTracks","music.being_attacked_3_metallic_alarm","2","CombatLong","0.92","1","0.939","1853600af657d204495cca9569d7876c","Assets/_Project/Audio/Music for Game/being_attacked_3_Metallic Alarm.ogg","BEING_ATTACKED_3_METALLIC_ALARM","153.6","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","50","MusicProfile_Combat","music.profile.combat","Combat","TenseLongTracks","music.being_attacked_4_metallic_alarm_1","2","CombatLong","0.92","1","0.827","0a9c94b9fae7fa2469c77d7fccf0832f","Assets/_Project/Audio/Music for Game/being_attacked_4_Metallic Alarm (1).ogg","BEING_ATTACKED_4_METALLIC_ALARM_1","169.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","58","MusicProfile_Combat","music.profile.combat","Combat","TenseShortTracks","music.danger_zatmenie_1_distant_metallic_groan","3","CombatShort","0.94","1","0.917","5d1593e1d1e1cc341847c32c4a3c3f4c","Assets/_Project/Audio/Music for Game/danger_zatmenie_1_Distant Metallic Groan.ogg","DANGER_ZATMENIE_1_DISTANT_METALLIC_GROAN","163.8","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","64","MusicProfile_Combat","music.profile.combat","Combat","TenseShortTracks","music.danger_zatmenie_2_abandoned_depths","3","CombatShort","0.94","1","0.649","c7454eac9fe308c42b277982ed62ceef","Assets/_Project/Audio/Music for Game/danger_zatmenie_2_Abandoned Depths.ogg","DANGER_ZATMENIE_2_ABANDONED_DEPTHS","479.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","72","MusicProfile_Combat","music.profile.combat","Combat","DangerStingers","music.stinger_dangerous_1_iron_teeth","5","DangerStinger","0.98","1","0.917","ef4fb939718b1124daf5bbdcf98c8ed8","Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg","STINGER_DANGEROUS_1_IRON_TEETH","30.093","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","78","MusicProfile_Combat","music.profile.combat","Combat","DangerStingers","music.stinger_dangerous_2heartbeat_under_floorboards","5","DangerStinger","0.98","1","0.917","c8be0393845ff744a86f64139d6ad1ee","Assets/_Project/Audio/Music for Game/stinger_dangerous_2Heartbeat_Under_Floorboards.ogg","STINGER_DANGEROUS_2HEARTBEAT_UNDER_FLOORBOARDS","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","85","MusicProfile_Combat","music.profile.combat","Combat","RecoveryStingers","music.stinger_being_saved_1release_at_depth","6","RecoveryStinger","0.22","1","0.917","2cee222960dc8d54098777e03cbd6adc","Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg","STINGER_BEING_SAVED_1RELEASE_AT_DEPTH","26.88","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","91","MusicProfile_Combat","music.profile.combat","Combat","RecoveryStingers","music.stinger_being_saved_2_pressure_gives_way","6","RecoveryStinger","0.22","1","0.917","80df90f723d55ac43a0246898788db4b","Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg","STINGER_BEING_SAVED_2_PRESSURE_GIVES_WAY","26.436","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","97","MusicProfile_Combat","music.profile.combat","Combat","RecoveryStingers","music.stinger_being_saved_3_first_breath_above","6","RecoveryStinger","0.22","1","0.917","170a7c1910c0b0b45a511f62e93d2f83","Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg","STINGER_BEING_SAVED_3_FIRST_BREATH_ABOVE","26.567","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","31","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.ambient_dlinni_1_sub_bass_throb","0","ExplorationLong","0.34","1","0.794","873eecfdae0703744963096d4b3755e1","Assets/_Project/Audio/Music for Game/ambient_dlinni_1_Sub-Bass Throb.ogg","AMBIENT_DLINNI_1_SUB_BASS_THROB","407.72","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","37","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.ambient_dlinni_2_sub_bass_hive","0","ExplorationLong","0.34","1","0.692","8021b6e138973464ba78f8f43add5d76","Assets/_Project/Audio/Music for Game/ambient_dlinni_2_Sub-Bass Hive.ogg","AMBIENT_DLINNI_2_SUB_BASS_HIVE","379.08","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","43","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.dead_reefs_1_aquatic_hissdrift","0","ExplorationLong","0.34","1","0.7","355a86e5fcc5e0a42aaf58a5d7d80a4a","Assets/_Project/Audio/Music for Game/dead_reefs_1_Aquatic Hissdrift.ogg","DEAD_REEFS_1_AQUATIC_HISSDRIFT","280.12","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","49","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.dead_reefs_2_aquatic_hissdrift_1","0","ExplorationLong","0.34","1","1","742aaff105b50604e9dabc72227afee9","Assets/_Project/Audio/Music for Game/dead_reefs_2_Aquatic Hissdrift (1).ogg","DEAD_REEFS_2_AQUATIC_HISSDRIFT_1","86.6","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","55","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.dead_reefs_3_aquatic_tape_hiss","0","ExplorationLong","0.34","1","0.989","4682766f6be7347409865ffbd1a0ebaa","Assets/_Project/Audio/Music for Game/dead_reefs_3_Aquatic Tape Hiss.ogg","DEAD_REEFS_3_AQUATIC_TAPE_HISS","260.56","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","61","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.dead_reefs_4_aquatic_tape_hiss_1","0","ExplorationLong","0.34","1","0.944","2c3eb41fa27400d4dbe6ce327497b07f","Assets/_Project/Audio/Music for Game/dead_reefs_4_Aquatic Tape Hiss (1).ogg","DEAD_REEFS_4_AQUATIC_TAPE_HISS_1","244.76","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","67","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmLongTracks","music.dead_reefs_5_the_sunken_archway","0","ExplorationLong","0.34","1","0.891","60d78a7d59785714f8a55160d8c457c3","Assets/_Project/Audio/Music for Game/dead_reefs_5_The_Sunken_Archway.ogg","DEAD_REEFS_5_THE_SUNKEN_ARCHWAY","176.901","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","74","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseLongTracks","music.ambient_deep_1_underwater_muffled_silence","0","ExplorationLong","0.68","1","1","2120a917b8f58f5419996f894b1ff0f5","Assets/_Project/Audio/Music for Game/ambient_deep_1_Underwater Muffled Silence.ogg","AMBIENT_DEEP_1_UNDERWATER_MUFFLED_SILENCE","171.36","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","80","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseLongTracks","music.ambient_deep_2_underwater_muffled_silence_1","0","ExplorationLong","0.68","1","1","34fb078072f9f6f4b99660bbb59d1c72","Assets/_Project/Audio/Music for Game/ambient_deep_2_Underwater Muffled Silence (1).ogg","AMBIENT_DEEP_2_UNDERWATER_MUFFLED_SILENCE_1","112.12","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","86","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseLongTracks","music.ambient_deep_3_the_leviathan_s_watch","0","ExplorationLong","0.68","2","0.891","d3a15dddd81061d47b05349f9a252a09","Assets/_Project/Audio/Music for Game/ambient_deep_3_The_Leviathan_s_Watch.ogg","AMBIENT_DEEP_3_THE_LEVIATHAN_S_WATCH","142.028","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","92","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseLongTracks","music.ambient_deep_4_krasiviy_six_miles_under","0","ExplorationLong","0.68","1","0.891","acf3b500352a7944899d97bbf37655f5","Assets/_Project/Audio/Music for Game/ambient_deep_4_krasiviy_Six_Miles_Under.ogg","AMBIENT_DEEP_4_KRASIVIY_SIX_MILES_UNDER","146.26","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","99","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmShortTracks","music.ambient_korotki_1_sub_bass_throb","1","ExplorationShort","0.4","1","0.724","29d4affbaac6d784e9046c6117145790","Assets/_Project/Audio/Music for Game/ambient_korotki_1_Sub-Bass Throb.ogg","AMBIENT_KOROTKI_1_SUB_BASS_THROB","132.48","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","105","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmShortTracks","music.ambient_korotki_2_sub_bass_throb_1","1","ExplorationShort","0.4","1","1","433f105a3218f0842906b5c6b048d1dc","Assets/_Project/Audio/Music for Game/ambient_korotki_2_Sub-Bass Throb (1).ogg","AMBIENT_KOROTKI_2_SUB_BASS_THROB_1","74.44","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","111","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","CalmShortTracks","music.ambient_korotki_3_sub_bass_throb_2","1","ExplorationShort","0.4","1","0.724","5403cbd50472e6f45b3095a536e38f87","Assets/_Project/Audio/Music for Game/ambient_korotki_3_Sub-Bass Throb (2).ogg","AMBIENT_KOROTKI_3_SUB_BASS_THROB_2","53.76","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","118","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseShortTracks","music.danger_zatmenie_1_distant_metallic_groan","3","CombatShort","0.9","1","0.917","5d1593e1d1e1cc341847c32c4a3c3f4c","Assets/_Project/Audio/Music for Game/danger_zatmenie_1_Distant Metallic Groan.ogg","DANGER_ZATMENIE_1_DISTANT_METALLIC_GROAN","163.8","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","124","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","TenseShortTracks","music.danger_zatmenie_2_abandoned_depths","3","CombatShort","0.9","1","0.649","c7454eac9fe308c42b277982ed62ceef","Assets/_Project/Audio/Music for Game/danger_zatmenie_2_Abandoned Depths.ogg","DANGER_ZATMENIE_2_ABANDONED_DEPTHS","479.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","131","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_discovery_1_the_sunken_gate","4","DiscoveryStinger","0.5","1","0.917","81b174c662ccc04439985601bf432933","Assets/_Project/Audio/Music for Game/stinger_discovery_1_The_Sunken_Gate.ogg","STINGER_DISCOVERY_1_THE_SUNKEN_GATE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","137","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_discovery_2_the_sunken_archive","4","DiscoveryStinger","0.5","1","0.917","1d02a115923b51a4f8f672755ccae79b","Assets/_Project/Audio/Music for Game/stinger_discovery_2_The_Sunken_Archive.ogg","STINGER_DISCOVERY_2_THE_SUNKEN_ARCHIVE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","143","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_discovery_3_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","db4ef760f2874e34e8ec3f9d07362a90","Assets/_Project/Audio/Music for Game/stinger_discovery_3_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_3_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","149","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_discovery_4_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","3c54a92fe3f41814e93d1ade62f7d32a","Assets/_Project/Audio/Music for Game/stinger_discovery_4_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_4_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","155","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_discovery_5_the_sunken_relic","4","DiscoveryStinger","0.5","1","0.917","7d69df16d9f2cc2479fa609a64af98f7","Assets/_Project/Audio/Music for Game/stinger_discovery_5_The_Sunken_Relic.ogg","STINGER_DISCOVERY_5_THE_SUNKEN_RELIC","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","161","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DiscoveryStingers","music.stinger_hallucination_1_beneath_the_tide","4","DiscoveryStinger","0.5","1","0.917","768a73eccd87c184caf6f887803a490c","Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg","STINGER_HALLUCINATION_1_BENEATH_THE_TIDE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","168","MusicProfile_Fallback","music.profile.fallback","Fallback Ambient","DangerStingers","music.stinger_dangerous_1_iron_teeth","5","DangerStinger","0.95","1","0.917","ef4fb939718b1124daf5bbdcf98c8ed8","Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg","STINGER_DANGEROUS_1_IRON_TEETH","30.093","Streaming","Vorbis","0.7","","","","","",""
